t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
483,1,MS,8.99000000,1,410579.56373903,410579.56373903,0.00307135
484,1,MS,8.80500000,1,410508.20057436,410508.20057436,0.00302451
485,1,MS,8.38000000,1,410436.42411506,410436.42411506,0.00291936
486,1,MS,7.95500000,1,410364.87177418,410364.87177418,0.00281756
487,1,MS,7.67000000,1,410293.37219483,410293.37219483,0.00275111
488,1,MS,7.43000000,1,410222.21299344,410222.21299344,0.00269628
489,1,MS,7.30500000,1,410151.11176008,410151.11176008,0.00266811
490,1,MS,7.16500000,1,410080.49717210,410080.49717210,0.00263689
491,1,MS,7.02000000,1,410010.69269883,410010.69269883,0.00260490
492,1,MS,6.94300000,1,409941.48829766,409941.48829766,0.00258806
493,1,MS,6.90100000,1,409872.87441632,409872.87441632,0.00257891
494,1,MS,6.83600000,1,409805.09756777,409805.09756777,0.00256482
495,1,MS,6.69700000,1,409738.63638822,409738.63638822,0.00253491
496,1,MS,6.69300000,1,409672.81326209,409672.81326209,0.00253406
497,1,MS,6.75500000,1,409607.44627226,409607.44627226,0.00254735
498,1,MS,6.87800000,1,409542.29183406,409542.29183406,0.00257392
499,1,MS,6.98400000,1,409477.55174196,409477.55174196,0.00259701
500,1,MS,7.06000000,1,409413.48500912,409413.48500912,0.00261369
501,1,MS,7.16500000,1,409350.05176015,409350.05176015,0.00263689
502,1,MS,7.29500000,1,409287.18937582,409287.18937582,0.00266587
503,1,MS,7.40500000,1,409225.00950463,409225.00950463,0.00269062
504,1,MS,7.63000000,1,409162.77554426,409162.77554426,0.00274190
505,1,MS,7.94000000,1,409099.88531861,409099.88531861,0.00281402
506,1,MS,8.02000000,1,409037.33677770,409037.33677770,0.00283291
507,1,MS,8.10500000,1,408974.85668079,408974.85668079,0.00285311
508,1,MS,8.13000000,1,408912.50448359,408912.50448359,0.00285908
509,1,MS,7.85000000,1,408851.75756024,408851.75756024,0.00279291
510,1,MS,7.36500000,1,408793.48479322,408793.48479322,0.00268160
511,1,MS,7.17000000,1,408736.28134139,408736.28134139,0.00263800
512,1,MS,7.12500000,1,408679.53133887,408679.53133887,0.00262803
513,1,MS,7.09000000,1,408623.30549817,408623.30549817,0.00262030
514,1,MS,7.08000000,1,408567.59217457,408567.59217457,0.00261809
515,1,MS,7.11000000,1,408512.29637433,408512.29637433,0.00262471
516,1,MS,7.19000000,1,408457.29743009,408457.29743009,0.00264244
517,1,MS,7.28000000,1,408402.64230032,408402.64230032,0.00266251
518,1,MS,7.38000000,1,408348.37143179,408348.37143179,0.00268498
519,1,MS,7.46000000,1,408294.66269061,408294.66269061,0.00270308
520,1,MS,7.34000000,1,408242.45275200,408242.45275200,0.00267597
521,1,MS,7.10000000,1,408192.16202292,408192.16202292,0.00262250
522,1,MS,6.82000000,1,408143.89096753,408143.89096753,0.00256136
523,1,MS,6.29600000,1,408098.42942472,408098.42942472,0.00245042
524,1,MS,5.83100000,1,408055.33819747,408055.33819747,0.00235566
525,1,MS,5.54700000,1,408013.78841433,408013.78841433,0.00229945
526,1,MS,5.61700000,1,407972.31369076,407972.31369076,0.00231319
527,1,MS,5.85100000,1,407930.00536665,407930.00536665,0.00235967
528,1,MS,6.41000000,1,407885.35376464,407885.35376464,0.00247417
529,1,MS,6.68100000,1,407839.09384595,407839.09384595,0.00253149
530,1,MS,6.92500000,1,407790.88953894,407790.88953894,0.00258413
531,1,MS,7.03500000,1,407741.05457576,407741.05457576,0.00260819
532,1,MS,6.91700000,1,407690.49373860,407690.49373860,0.00258239
