t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
85,1,MS,2.45700000,1,425565.94803828,425565.94803828,0.00176234
86,1,MS,2.40300000,1,425542.91056243,425542.91056243,0.00175407
87,1,MS,2.35400000,1,425519.95406303,425519.95406303,0.00174660
88,1,MS,2.30300000,1,425497.10161741,425497.10161741,0.00173885
89,1,MS,2.24100000,1,425474.39794828,425474.39794828,0.00172948
90,1,MS,2.17900000,1,425451.83436993,425451.83436993,0.00172015
91,1,MS,2.14300000,1,425429.37691453,425429.37691453,0.00171476
92,1,MS,2.07000000,1,425407.10843534,425407.10843534,0.00170386
93,1,MS,1.98800000,1,425385.00353447,425385.00353447,0.00169171
94,1,MS,1.93200000,1,425362.87086894,425362.87086894,0.00168345
95,1,MS,1.92100000,1,425340.40472654,425340.40472654,0.00168183
96,1,MS,2.04400000,1,425317.10503954,425317.10503954,0.00170000
97,1,MS,2.51600000,1,425292.04064799,425292.04064799,0.00177141
98,1,MS,2.92600000,1,425265.19460095,425265.19460095,0.00183567
99,1,MS,3.18900000,1,425236.77566185,425236.77566185,0.00187800
100,1,MS,3.18100000,1,425207.46888230,425207.46888230,0.00187670
101,1,MS,2.89100000,1,425178.12384294,425178.12384294,0.00183010
102,1,MS,2.60100000,1,425148.81669017,425148.81669017,0.00178456
103,1,MS,2.25000000,1,425119.83528193,425119.83528193,0.00173084
104,1,MS,2.09800000,1,425090.74094618,425090.74094618,0.00170804
105,1,MS,2.02300000,1,425061.41345282,425061.41345282,0.00169689
106,1,MS,1.94600000,1,425031.93883584,425031.93883584,0.00168551
107,1,MS,1.84900000,1,425002.43425240,425002.43425240,0.00167128
108,1,MS,1.78700000,1,424972.86151158,424972.86151158,0.00166224
109,1,MS,1.74200000,1,424943.21678552,424943.21678552,0.00165570
110,1,MS,1.72500000,1,424913.48323168,424913.48323168,0.00165324
111,1,MS,1.72000000,1,424883.66596016,424883.66596016,0.00165252
112,1,MS,1.68200000,1,424853.87307992,424853.87307992,0.00164703
113,1,MS,1.65400000,1,424824.10824535,424824.10824535,0.00164300
114,1,MS,1.65600000,1,424794.31117693,424794.31117693,0.00164328
115,1,MS,1.65800000,1,424764.49807422,424764.49807422,0.00164357
116,1,MS,1.68000000,1,424734.63316057,424734.63316057,0.00164674
117,1,MS,1.70000000,1,424704.71975552,424704.71975552,0.00164963
118,1,MS,1.76500000,1,424674.57961146,424674.57961146,0.00165904
119,1,MS,1.95000000,1,424643.75985613,424643.75985613,0.00168610
120,1,MS,2.39800000,1,424611.38892316,424611.38892316,0.00175331
121,1,MS,2.99000000,1,424576.92661808,424576.92661808,0.00184589
122,1,MS,3.39700000,1,424540.81010994,424540.81010994,0.00191211
123,1,MS,3.69100000,1,424503.31187655,424503.31187655,0.00196129
124,1,MS,3.78200000,1,424465.17309332,424465.17309332,0.00197674
125,1,MS,3.66400000,1,424427.13507572,424427.13507572,0.00195672
126,1,MS,3.47600000,1,424389.50262782,424389.50262782,0.00192521
127,1,MS,3.17700000,1,424352.68094305,424352.68094305,0.00187605
128,1,MS,2.72900000,1,424317.11422999,424317.11422999,0.00180453
129,1,MS,2.48900000,1,424282.16511250,424282.16511250,0.00176726
130,1,MS,2.43800000,1,424247.29813795,424247.29813795,0.00175943
131,1,MS,2.41200000,1,424212.48130652,424212.48130652,0.00175545
132,1,MS,2.35900000,1,424177.82448158,424177.82448158,0.00174736
133,1,MS,2.30300000,1,424143.36297834,424143.36297834,0.00173885
134,1,MS,2.04600000,1,424109.69869110,424109.69869110,0.00170030
135,1,MS,1.82700000,1,424076.71371110,424076.71371110,0.00166806
136,1,MS,1.73300000,1,424044.04451392,424044.04451392,0.00165440
137,1,MS,1.66000000,1,424011.63683141,424011.63683141,0.00164386
138,1,MS,1.59700000,1,423979.47562961,423979.47562961,0.00163481
139,1,MS,1.53100000,1,423947.57971509,423947.57971509,0.00162538
140,1,MS,1.46600000,1,423915.95496441,423915.95496441,0.00161615
141,1,MS,1.39300000,1,423884.57951902,423884.57951902,0.00160583
142,1,MS,1.34700000,1,423853.20568672,423853.20568672,0.00159936
143,1,MS,1.33000000,1,423821.47326902,423821.47326902,0.00159697
144,1,MS,1.34000000,1,423789.07392996,423789.07392996,0.00159838
145,1,MS,1.49800000,1,423755.50310147,423755.50310147,0.00162069
146,1,MS,1.75700000,1,423720.41662555,423720.41662555,0.00165788
147,1,MS,2.08500000,1,423683.53886228,423683.53886228,0.00170610
148,1,MS,2.13100000,1,423645.83960367,423645.83960367,0.00171296
149,1,MS,1.90200000,1,423608.38166632,423608.38166632,0.00167904
150,1,MS,1.63700000,1,423571.35268759,423571.35268759,0.00164055
151,1,MS,1.51200000,1,423534.40022090,423534.40022090,0.00162268
152,1,MS,1.45400000,1,423497.36620077,423497.36620077,0.00161445
153,1,MS,1.40700000,1,423460.27908068,423460.27908068,0.00160780
154,1,MS,1.37700000,1,423423.14145533,423423.14145533,0.00160358
155,1,MS,1.36200000,1,423385.94090681,423385.94090681,0.00160147
156,1,MS,1.36400000,1,423348.66500318,423348.66500318,0.00160175
157,1,MS,1.37900000,1,423311.31126755,423311.31126755,0.00160386
158,1,MS,1.40800000,1,423273.87372048,423273.87372048,0.00160794
159,1,MS,1.47400000,1,423236.26492374,423236.26492374,0.00161728
160,1,MS,1.58400000,1,423198.37205587,423198.37205587,0.00163295
161,1,MS,1.69700000,1,423160.21305331,423160.21305331,0.00164919
162,1,MS,1.84000000,1,423121.71605215,423121.71605215,0.00166996
163,1,MS,1.89600000,1,423083.19645151,423083.19645151,0.00167816
164,1,MS,1.67700000,1,423045.56915387,423045.56915387,0.00164631
165,1,MS,1.45900000,1,423008.77257376,423008.77257376,0.00161515
166,1,MS,1.43000000,1,422972.01614958,422972.01614958,0.00161105
167,1,MS,1.86200000,1,422933.54622952,422933.54622952,0.00167318
168,1,MS,2.57100000,1,422892.07619036,422892.07619036,0.00177991
169,1,MS,3.34600000,1,422846.86325876,422846.86325876,0.00190369
170,1,MS,4.05000000,1,422797.81952298,422797.81952298,0.00202291
171,1,MS,4.23300000,1,422747.04625584,422747.04625584,0.00205500
172,1,MS,4.01600000,1,422696.52370510,422696.52370510,0.00201700
173,1,MS,3.58000000,1,422647.36513514,422647.36513514,0.00194258
174,1,MS,3.06500000,1,422599.98637733,422599.98637733,0.00185793
175,1,MS,2.84500000,1,422553.22538009,422553.22538009,0.00182281
176,1,MS,2.86500000,1,422506.20113521,422506.20113521,0.00182597
177,1,MS,2.97000000,1,422458.65821892,422458.65821892,0.00184269
178,1,MS,3.08500000,1,422410.63438011,422410.63438011,0.00186115
179,1,MS,3.18700000,1,422362.26324912,422362.26324912,0.00187767
180,1,MS,3.29000000,1,422313.60167095,422313.60167095,0.00189449
181,1,MS,3.42200000,1,422264.58131469,422264.58131469,0.00191624
182,1,MS,3.60300000,1,422215.04227530,422215.04227530,0.00194645
183,1,MS,3.80800000,1,422164.92413926,422164.92413926,0.00198118
184,1,MS,3.94900000,1,422114.53951137,422114.53951137,0.00200540
185,1,MS,4.07200000,1,422063.99768004,422063.99768004,0.00202674
186,1,MS,4.21300000,1,422013.24820889,422013.24820889,0.00205147
187,1,MS,4.35800000,1,421962.30516292,421962.30516292,0.00207719
188,1,MS,4.47900000,1,421911.29626143,421911.29626143,0.00209887
189,1,MS,4.61700000,1,421860.16225870,421860.16225870,0.00212386
190,1,MS,4.80800000,1,421808.64462205,421808.64462205,0.00215889
191,1,MS,5.09300000,1,421756.23793394,421756.23793394,0.00221214
192,1,MS,5.42900000,1,421702.58544134,421702.58544134,0.00227646
193,1,MS,5.86500000,1,421647.03431543,421647.03431543,0.00236248
194,1,MS,6.27200000,1,421589.55098400,421589.55098400,0.00244544
195,1,MS,6.50600000,1,421530.94188719,421530.94188719,0.00249434
196,1,MS,6.65400000,1,421471.63696267,421471.63696267,0.00252573
197,1,MS,6.68800000,1,421412.32199749,421412.32199749,0.00253299
198,1,MS,6.68500000,1,421353.27390787,421353.27390787,0.00253235
199,1,MS,6.68400000,1,421294.53085176,421294.53085176,0.00253213
200,1,MS,6.66800000,1,421236.21763949,421236.21763949,0.00252871
201,1,MS,6.64600000,1,421178.41190927,421178.41190927,0.00252402
202,1,MS,6.64300000,1,421121.07221185,421121.07221185,0.00252338
203,1,MS,6.72200000,1,421063.85860862,421063.85860862,0.00254027
204,1,MS,6.80000000,1,421006.82620476,421006.82620476,0.00255704
205,1,MS,6.86200000,1,420950.08829623,420950.08829623,0.00257045
206,1,MS,6.91000000,1,420893.74772104,420893.74772104,0.00258087
207,1,MS,6.96300000,1,420837.82446601,420837.82446601,0.00259242
208,1,MS,7.03500000,1,420782.27160568,420782.27160568,0.00260819
209,1,MS,7.06500000,1,420727.30787629,420727.30787629,0.00261479
210,1,MS,7.10000000,1,420672.92183451,420672.92183451,0.00262250
211,1,MS,7.13500000,1,420619.13375367,420619.13375367,0.00263024
212,1,MS,7.09000000,1,420566.31119997,420566.31119997,0.00262030
213,1,MS,6.94600000,1,420514.86120260,420514.86120260,0.00258871
214,1,MS,6.83200000,1,420464.60097572,420464.60097572,0.00256395
215,1,MS,6.83000000,1,420414.99326508,420414.99326508,0.00256352
216,1,MS,6.87100000,1,420365.77854602,420365.77854602,0.00257240
217,1,MS,6.89600000,1,420316.93496455,420316.93496455,0.00257782
218,1,MS,6.89500000,1,420268.43718850,420268.43718850,0.00257761
219,1,MS,7.00700000,1,420219.86059876,420219.86059876,0.00260205
220,1,MS,7.20000000,1,420170.86666021,420170.86666021,0.00264466
221,1,MS,7.33500000,1,420121.72702455,420121.72702455,0.00267485
222,1,MS,7.47500000,1,420072.46559412,420072.46559412,0.00270648
223,1,MS,7.56500000,1,420023.33290222,420023.33290222,0.00272700
224,1,MS,7.54000000,1,419974.84573475,419974.84573475,0.00272129
225,1,MS,7.51000000,1,419927.04253621,419927.04253621,0.00271444
226,1,MS,7.54500000,1,419879.69000209,419879.69000209,0.00272243
227,1,MS,7.61500000,1,419832.68841811,419832.68841811,0.00273846
228,1,MS,7.74500000,1,419785.82003567,419785.82003567,0.00276846
229,1,MS,7.92500000,1,419738.96125362,419738.96125362,0.00281049
230,1,MS,8.07000000,1,419692.31325168,419692.31325168,0.00284478
231,1,MS,8.17500000,1,419646.07553606,419646.07553606,0.00286984
232,1,MS,8.26000000,1,419600.38710596,419600.38710596,0.00289028
233,1,MS,8.21500000,1,419555.76118336,419555.76118336,0.00287945
234,1,MS,8.05500000,1,419512.58518577,419512.58518577,0.00284122
235,1,MS,7.85000000,1,419470.94743397,419470.94743397,0.00279291
236,1,MS,7.78500000,1,419430.30108778,419430.30108778,0.00277775
237,1,MS,7.99000000,1,419389.71483122,419389.71483122,0.00282582
238,1,MS,8.02500000,1,419349.72812331,419349.72812331,0.00283410
239,1,MS,7.97500000,1,419310.36633625,419310.36633625,0.00282227
240,1,MS,8.15500000,1,419270.53113057,419270.53113057,0.00286505
241,1,MS,8.38000000,1,419229.87021228,419229.87021228,0.00291936
242,1,MS,8.43500000,1,419188.80892666,419188.80892666,0.00293278
243,1,MS,8.39500000,1,419147.64233433,419147.64233433,0.00292301
244,1,MS,8.29500000,1,419106.69411233,419106.69411233,0.00289874
245,1,MS,8.21500000,1,419065.94844566,419065.94844566,0.00287945
246,1,MS,8.23500000,1,419025.21703879,419025.21703879,0.00288426
247,1,MS,8.30000000,1,418984.46705883,418984.46705883,0.00289995
248,1,MS,8.35000000,1,418943.88549798,418943.88549798,0.00291207
249,1,MS,8.42000000,1,418903.49748089,418903.49748089,0.00292911
250,1,MS,8.40000000,1,418863.68530272,418863.68530272,0.00292423
251,1,MS,8.39500000,1,418824.41662743,418824.41662743,0.00292301
252,1,MS,8.45000000,1,418785.57466099,418785.57466099,0.00293645
253,1,MS,8.36000000,1,418747.62921754,418747.62921754,0.00291450
254,1,MS,8.15500000,1,418710.89444184,418710.89444184,0.00286505
255,1,MS,8.06500000,1,418675.02657336,418675.02657336,0.00284359
256,1,MS,8.04500000,1,418639.81442846,418639.81442846,0.00283884
257,1,MS,8.08500000,1,418605.10001643,418605.10001643,0.00284835
258,1,MS,8.13500000,1,418570.90104512,418570.90104512,0.00286027
259,1,MS,8.07500000,1,418537.56485562,418537.56485562,0.00284597
260,1,MS,7.82000000,1,418505.56822824,418505.56822824,0.00278590
261,1,MS,7.58000000,1,418474.80105164,418474.80105164,0.00273043
262,1,MS,7.42500000,1,418444.98043269,418444.98043269,0.00269514
263,1,MS,7.32000000,1,418415.89964986,418415.89964986,0.00267148
264,1,MS,7.31500000,1,418387.20177568,418387.20177568,0.00267035
265,1,MS,7.36000000,1,418358.67718175,418358.67718175,0.00268047
266,1,MS,7.26500000,1,418330.58203995,418330.58203995,0.00265916
267,1,MS,7.18500000,1,418302.80520680,418302.80520680,0.00264133
268,1,MS,7.02900000,1,418275.48549251,418275.48549251,0.00260687
269,1,MS,6.77900000,1,418248.82652752,418248.82652752,0.00255251
270,1,MS,6.43900000,1,418223.00637599,418223.00637599,0.00248025
271,1,MS,5.98700000,1,418198.24315749,418198.24315749,0.00238707
272,1,MS,5.57100000,1,418174.42356146,418174.42356146,0.00230415
273,1,MS,5.26600000,1,418151.29136549,418151.29136549,0.00224505
274,1,MS,5.23500000,1,418128.32108888,418128.32108888,0.00223912
275,1,MS,5.37400000,1,418105.21331069,418105.21331069,0.00226582
276,1,MS,5.47100000,1,418082.07765602,418082.07765602,0.00228462
277,1,MS,5.50400000,1,418059.05883657,418059.05883657,0.00229105
278,1,MS,5.49500000,1,418036.27495211,418036.27495211,0.00228929
279,1,MS,5.43700000,1,418013.82775232,418013.82775232,0.00227801
280,1,MS,5.35000000,1,417991.77564375,417991.77564375,0.00226118
281,1,MS,5.26200000,1,417970.11882501,417970.11882501,0.00224428
282,1,MS,5.20800000,1,417948.79707853,417948.79707853,0.00223396
283,1,MS,5.14400000,1,417927.82969873,417927.82969873,0.00222179
284,1,MS,5.02300000,1,417907.31001524,417907.31001524,0.00219895
285,1,MS,4.90800000,1,417887.20853993,417887.20853993,0.00217744
286,1,MS,4.94500000,1,417867.18581774,417867.18581774,0.00218434
287,1,MS,5.16200000,1,417846.77868652,417846.77868652,0.00222521
288,1,MS,5.59900000,1,417825.41714710,417825.41714710,0.00230965
289,1,MS,6.05400000,1,417802.72381614,417802.72381614,0.00240068
290,1,MS,6.54600000,1,417778.18946403,417778.18946403,0.00250279
291,1,MS,6.81500000,1,417752.03486298,417752.03486298,0.00256028
292,1,MS,6.74700000,1,417724.96154583,417724.96154583,0.00254563
293,1,MS,6.53300000,1,417697.49910825,417697.49910825,0.00250004
294,1,MS,6.28700000,1,417669.84505241,417669.84505241,0.00244855
295,1,MS,6.09100000,1,417642.06495568,417642.06495568,0.00240822
296,1,MS,5.95300000,1,417614.14949470,417614.14949470,0.00238019
297,1,MS,5.84100000,1,417586.12411371,417586.12411371,0.00235767
298,1,MS,5.74000000,1,417558.05551753,417558.05551753,0.00233752
299,1,MS,5.66300000,1,417529.97942215,417529.97942215,0.00232226
300,1,MS,5.56200000,1,417502.02742652,417502.02742652,0.00230239
301,1,MS,5.39500000,1,417474.42027735,417474.42027735,0.00226987
302,1,MS,5.24100000,1,417447.15308667,417447.15308667,0.00224026
303,1,MS,5.16300000,1,417420.07764061,417420.07764061,0.00222540
304,1,MS,5.17700000,1,417393.01885599,417393.01885599,0.00222806
305,1,MS,5.24200000,1,417365.87587465,417365.87587465,0.00224045
306,1,MS,5.42900000,1,417338.43306734,417338.43306734,0.00227646
307,1,MS,5.64100000,1,417310.67016703,417310.67016703,0.00231792
308,1,MS,5.80400000,1,417282.74847667,417282.74847667,0.00235027
309,1,MS,5.96700000,1,417254.67393764,417254.67393764,0.00238302
310,1,MS,6.17600000,1,417226.30414082,417226.30414082,0.00242564
311,1,MS,6.40800000,1,417197.49744406,417197.49744406,0.00247375
312,1,MS,6.67100000,1,417168.11099928,417168.11099928,0.00252935
313,1,MS,6.88400000,1,417138.17573676,417138.17573676,0.00257522
314,1,MS,7.05000000,1,417107.65995050,417107.65995050,0.00261149
315,1,MS,7.13000000,1,417076.69474769,417076.69474769,0.00262913
316,1,MS,7.09000000,1,417045.65994386,417045.65994386,0.00262030
317,1,MS,7.02500000,1,417014.65908350,417014.65908350,0.00260600
318,1,MS,6.95700000,1,416983.76810262,416983.76810262,0.00259111
319,1,MS,6.89600000,1,416953.04241059,416953.04241059,0.00257782
320,1,MS,6.82900000,1,416922.55836476,416922.55836476,0.00256330
321,1,MS,6.80500000,1,416892.27416179,416892.27416179,0.00255812
322,1,MS,6.77700000,1,416862.25186458,416862.25186458,0.00255208
323,1,MS,6.83300000,1,416832.34948863,416832.34948863,0.00256417
324,1,MS,6.94900000,1,416802.46512763,416802.46512763,0.00258936
325,1,MS,7.07500000,1,416772.62022816,416772.62022816,0.00261699
326,1,MS,7.15000000,1,416742.98967038,416742.98967038,0.00263356
327,1,MS,7.19000000,1,416713.68233652,416713.68233652,0.00264244
328,1,MS,7.22000000,1,416684.73693674,416684.73693674,0.00264911
329,1,MS,7.23500000,1,416656.20374228,416656.20374228,0.00265246
330,1,MS,7.23000000,1,416628.13056555,416628.13056555,0.00265134
331,1,MS,7.19500000,1,416600.58889908,416600.58889908,0.00264355
332,1,MS,7.17000000,1,416573.55396402,416573.55396402,0.00263800
333,1,MS,7.13000000,1,416547.04794726,416547.04794726,0.00262913
334,1,MS,7.14500000,1,416520.89715401,416520.89715401,0.00263245
335,1,MS,7.24000000,1,416494.81419281,416494.81419281,0.00265357
336,1,MS,7.49500000,1,416468.29743585,416468.29743585,0.00271103
337,1,MS,7.70500000,1,416441.29583339,416441.29583339,0.00275920
338,1,MS,7.83500000,1,416413.72791007,416413.72791007,0.00278940
339,1,MS,8.02000000,1,416385.19334329,416385.19334329,0.00283291
340,1,MS,8.01000000,1,416355.94620986,416355.94620986,0.00283055
341,1,MS,7.76500000,1,416326.51514243,416326.51514243,0.00277310
342,1,MS,7.51000000,1,416297.03194085,416297.03194085,0.00271444
343,1,MS,7.35000000,1,416267.35010369,416267.35010369,0.00267822
344,1,MS,7.27000000,1,416237.40245349,416237.40245349,0.00266027
345,1,MS,7.12500000,1,416207.47529340,416207.47529340,0.00262803
346,1,MS,6.92300000,1,416177.79263822,416177.79263822,0.00258370
347,1,MS,6.86000000,1,416148.10547671,416148.10547671,0.00257001
348,1,MS,6.85900000,1,416118.35778894,416118.35778894,0.00256980
349,1,MS,6.79700000,1,416088.78305324,416088.78305324,0.00255639
350,1,MS,6.63900000,1,416059.66504083,416059.66504083,0.00252253
351,1,MS,6.53800000,1,416030.90185637,416030.90185637,0.00250110
352,1,MS,6.48500000,1,416002.42479985,416002.42479985,0.00248991
353,1,MS,6.29700000,1,415974.57978612,415974.57978612,0.00245062
354,1,MS,5.94300000,1,415947.73619698,415947.73619698,0.00237817
355,1,MS,5.64600000,1,415921.73346673,415921.73346673,0.00231891
356,1,MS,5.42100000,1,415896.39503491,415896.39503491,0.00227491
357,1,MS,5.10400000,1,415871.85187245,415871.85187245,0.00221422
358,1,MS,5.15200000,1,415847.18374779,415847.18374779,0.00222331
359,1,MS,5.72100000,1,415821.05969075,415821.05969075,0.00233374
360,1,MS,6.47700000,1,415792.79057146,415792.79057146,0.00248823
361,1,MS,7.00300000,1,415762.67126448,415762.67126448,0.00260117
362,1,MS,7.36500000,1,415730.68193461,415730.68193461,0.00268160
363,1,MS,7.60500000,1,415696.66918066,415696.66918066,0.00273616
364,1,MS,7.49500000,1,415661.53676455,415661.53676455,0.00271103
365,1,MS,7.05700000,1,415626.40290427,415626.40290427,0.00261303
366,1,MS,6.54900000,1,415591.64123042,415591.64123042,0.00250342
367,1,MS,6.15000000,1,415557.07656400,415557.07656400,0.00242030
368,1,MS,5.95900000,1,415522.34553391,415522.34553391,0.00238141
369,1,MS,5.76800000,1,415487.61180565,415487.61180565,0.00234309
370,1,MS,5.64500000,1,415452.83028368,415452.83028368,0.00231871
371,1,MS,5.56400000,1,415418.00062724,415418.00062724,0.00230278
372,1,MS,5.51500000,1,415383.16819293,415383.16819293,0.00229320
373,1,MS,5.53900000,1,415348.18200266,415348.18200266,0.00229789
374,1,MS,5.57700000,1,415313.09532996,415313.09532996,0.00230533
375,1,MS,5.67900000,1,415277.78298620,415277.78298620,0.00232542
376,1,MS,5.82500000,1,415242.19736231,415242.19736231,0.00235446
377,1,MS,5.92400000,1,415206.53562831,415206.53562831,0.00237434
378,1,MS,6.01700000,1,415170.88994189,415170.88994189,0.00239315
379,1,MS,6.05100000,1,415135.48014707,415135.48014707,0.00240007
380,1,MS,6.06700000,1,415100.40347824,415100.40347824,0.00240333
381,1,MS,6.12700000,1,415065.57059959,415065.57059959,0.00241558
382,1,MS,6.22400000,1,415030.86120898,415030.86120898,0.00243552
383,1,MS,6.39100000,1,414996.04333452,414996.04333452,0.00247020
384,1,MS,6.62100000,1,414960.84128309,414960.84128309,0.00251870
385,1,MS,6.94900000,1,414924.73679422,414924.73679422,0.00258936
386,1,MS,7.33000000,1,414887.24725057,414887.24725057,0.00267372
387,1,MS,7.44000000,1,414848.86365428,414848.86365428,0.00269854
388,1,MS,7.34000000,1,414810.13652570,414810.13652570,0.00267597
389,1,MS,7.08500000,1,414771.56876020,414771.56876020,0.00261919
390,1,MS,6.95000000,1,414732.95321156,414732.95321156,0.00258958
391,1,MS,6.50800000,1,414695.41323757,414695.41323757,0.00249476
392,1,MS,6.12500000,1,414658.78618259,414658.78618259,0.00241517
393,1,MS,5.72000000,1,414623.16009896,414623.16009896,0.00233355
394,1,MS,5.40300000,1,414588.29090005,414588.29090005,0.00227142
395,1,MS,5.24600000,1,414553.74038681,414553.74038681,0.00224122
396,1,MS,5.07600000,1,414519.61434920,414519.61434920,0.00220893
397,1,MS,4.86300000,1,414486.06021200,414486.06021200,0.00216907
398,1,MS,4.59800000,1,414453.24761296,414453.24761296,0.00212040
399,1,MS,4.36300000,1,414421.08338818,414421.08338818,0.00207808
400,1,MS,4.28200000,1,414389.17667212,414389.17667212,0.00206367
401,1,MS,4.31700000,1,414357.26012743,414357.26012743,0.00206989
402,1,MS,4.50600000,1,414324.94312235,414324.94312235,0.00210374
403,1,MS,4.82500000,1,414291.93557809,414291.93557809,0.00216203
404,1,MS,5.12800000,1,414258.34678291,414258.34678291,0.00221876
405,1,MS,5.50900000,1,414224.01531582,414224.01531582,0.00229203
406,1,MS,5.95500000,1,414188.75057435,414188.75057435,0.00238060
407,1,MS,6.48500000,1,414152.22841777,414152.22841777,0.00248991
408,1,MS,7.02900000,1,414114.04989303,414114.04989303,0.00260687
409,1,MS,7.37500000,1,414074.54665336,414074.54665336,0.00268385
410,1,MS,7.32000000,1,414034.82637376,414034.82637376,0.00267148
411,1,MS,7.12000000,1,413995.05426145,413995.05426145,0.00262692
412,1,MS,6.89500000,1,413955.12807978,413955.12807978,0.00257761
413,1,MS,6.56800000,1,413915.36550458,413915.36550458,0.00250744
414,1,MS,6.17500000,1,413876.13770102,413876.13770102,0.00242543
415,1,MS,5.99700000,1,413836.88627092,413836.88627092,0.00238910
416,1,MS,5.98400000,1,413797.18518466,413797.18518466,0.00238646
417,1,MS,6.05600000,1,413756.89972719,413756.89972719,0.00240109
418,1,MS,6.13700000,1,413716.16215116,413716.16215116,0.00241763
419,1,MS,6.23400000,1,413675.04364002,413675.04364002,0.00243758
420,1,MS,6.35500000,1,413633.57111782,413633.57111782,0.00246268
421,1,MS,6.52500000,1,413591.68414383,413591.68414383,0.00249835
422,1,MS,6.79700000,1,413549.12630155,413549.12630155,0.00255639
423,1,MS,7.14500000,1,413505.71869582,413505.71869582,0.00263245
424,1,MS,7.53500000,1,413461.40039636,413461.40039636,0.00272014
425,1,MS,8.00000000,1,413416.00160274,413416.00160274,0.00282818
426,1,MS,8.45500000,1,413369.68629933,413369.68629933,0.00293767
427,1,MS,8.71000000,1,413323.30276750,413323.30276750,0.00300071
428,1,MS,8.88500000,1,413277.21780061,413277.21780061,0.00304469
429,1,MS,9.03500000,1,413231.51955208,413231.51955208,0.00308284
430,1,MS,9.27000000,1,413185.79354606,413185.79354606,0.00314350
431,1,MS,9.58000000,1,413139.57443136,413139.57443136,0.00322519
432,1,MS,9.86000000,1,413092.74977783,413092.74977783,0.00330062
433,1,MS,10.20500000,1,413044.61324282,413044.61324282,0.00339578
434,1,MS,10.51500000,1,412994.83140543,412994.83140543,0.00348340
435,1,MS,10.59500000,1,412944.09091803,412944.09091803,0.00350635
436,1,MS,10.58000000,1,412892.81181883,412892.81181883,0.00350204
437,1,MS,10.48000000,1,412841.44343979,412841.44343979,0.00347341
438,1,MS,10.38000000,1,412790.25119851,412790.25119851,0.00344499
439,1,MS,10.27000000,1,412739.44208590,412739.44208590,0.00341398
440,1,MS,10.27000000,1,412688.77983261,412688.77983261,0.00341398
441,1,MS,10.29000000,1,412638.37392712,412638.37392712,0.00341960
442,1,MS,10.27500000,1,412588.52360084,412588.52360084,0.00341539
443,1,MS,10.24500000,1,412539.40698315,412539.40698315,0.00340697
444,1,MS,10.19000000,1,412491.21403057,412491.21403057,0.00339159
445,1,MS,10.20500000,1,412443.72225258,412443.72225258,0.00339578
446,1,MS,10.17500000,1,412397.21388540,412397.21388540,0.00338741
447,1,MS,9.84500000,1,412352.77017252,412352.77017252,0.00329654
448,1,MS,9.39500000,1,412310.69238903,412310.69238903,0.00317621
449,1,MS,9.02500000,1,412270.57896745,412270.57896745,0.00308029
450,1,MS,8.69000000,1,412232.22478197,412232.22478197,0.00299572
451,1,MS,8.33500000,1,412195.59386723,412195.59386723,0.00290843
452,1,MS,7.99000000,1,412160.53838928,412160.53838928,0.00282582
453,1,MS,7.69000000,1,412126.78928024,412126.78928024,0.00275573
454,1,MS,7.85000000,1,412092.68940571,412092.68940571,0.00279291
455,1,MS,8.49500000,1,412056.37455111,412056.37455111,0.00294748
456,1,MS,9.15500000,1,412016.98801874,412016.98801874,0.00311368
457,1,MS,9.86500000,1,411973.04596247,411973.04596247,0.00330198
458,1,MS,10.38000000,1,411923.90753046,411923.90753046,0.00344499
459,1,MS,10.58000000,1,411869.92464176,411869.92464176,0.00350204
460,1,MS,10.30500000,1,411813.14922320,411813.14922320,0.00342382
461,1,MS,9.78500000,1,411755.38561771,411755.38561771,0.00328026
462,1,MS,9.29000000,1,411697.35585321,411697.35585321,0.00314872
463,1,MS,8.98000000,1,411638.86923207,411638.86923207,0.00306880
464,1,MS,8.75500000,1,411580.18862574,411580.18862574,0.00301196
465,1,MS,8.51500000,1,411521.84178175,411521.84178175,0.00295239
466,1,MS,8.23500000,1,411464.35770403,411464.35770403,0.00288426
467,1,MS,8.00000000,1,411407.78614281,411407.78614281,0.00282818
468,1,MS,7.67500000,1,411352.68903762,411352.68903762,0.00275227
469,1,MS,7.31000000,1,411299.31242374,411299.31242374,0.00266923
470,1,MS,6.99600000,1,411247.44316655,411247.44316655,0.00259964
471,1,MS,6.77200000,1,411196.79981858,411196.79981858,0.00255101
472,1,MS,6.65600000,1,411147.01438318,411147.01438318,0.00252615
473,1,MS,6.52600000,1,411098.19160149,411098.19160149,0.00249856
474,1,MS,6.24800000,1,411050.93194214,411050.93194214,0.00244048
475,1,MS,6.00100000,1,411005.05062214,411005.05062214,0.00238991
476,1,MS,5.87200000,1,410960.08336339,410960.08336339,0.00236388
477,1,MS,5.74500000,1,410915.95836883,410915.95836883,0.00233851
478,1,MS,5.90100000,1,410871.30211077,410871.30211077,0.00236971
479,1,MS,6.60300000,1,410823.46498402,410823.46498402,0.00251487
480,1,MS,7.47500000,1,410770.82106178,410770.82106178,0.00270648
481,1,MS,8.27000000,1,410712.41427888,410712.41427888,0.00289269
482,1,MS,8.79000000,1,410648.33516179,410648.33516179,0.00302074
