sum_dry_mass_laminae,sum_dry_mass_roots,sum_C_g,Cont_WSC_DM_shoot,mstruct_stem,mstruct,sum_dry_mass_stem,N_content_mstruct_roots,sum_dry_mass_shoot,N_content_mstruct,N_content_mstruct_shoot,sum_respi_roots,sum_N_g_shoot,plant,Tillers_Photosynthesis_An,Total_Transpiration,C_respired_shoot,NS_shoot,C_N_ratio_shoot,N_content_roots,C_N_ratio,mstruct_shoot,NS_laminae,axis,C_respired_roots,NS_stem,sum_NSC_g,C_exudated,Tillers_Photosynthesis,NS,sum_dry_mass,Cont_WSC_DM,sum_N_g,mstruct_laminae,dry_mass_phloem,sum_respi_shoot,NNI,Cont_WSC_DM_stem,senesced_mstruct,Total_Photosynthesis,N_content,NS_roots,t,N_content_total_DM_shoot,shoot_roots_ratio,Cont_WSC_DM_roots,Cont_WSC_DM_laminae,shoot_roots_mstruct_ratio,N_content_shoot
0.02723016,0.05221865,0.03946608,10.104692114020905,0.00899813,0.07136948,0.01440411,1.78809689,0.04163427,3.45314888,6.33570333,0.18667843,0.00165559,1,9.56815678,0.00018385,0.98784618,37.23657562,10.60477665,1.54907603,16.01386002,0.02613110,37.08093188,MS,0.67756548,37.53081142,0.00806351,0.51009542,9.65194585,23.95601274,0.09385292,8.931483086013783,0.00246450,0.01713296,0.00451739,0.52419980,0.90375099,13.489163364096443,0.00000000,9.40805392,2.62591209,13.36733301,266.00000000,3.97650437,0.79730655,7.996075847141516,8.31438729042102,0.57763071,3.97650437
0.02726115,0.05227718,0.03951603,10.110185844312102,0.00901114,0.07144680,0.01442830,1.78603215,0.04168945,3.45103747,6.33174598,0.18484944,0.00165699,1,6.19627170,0.00016784,0.96471789,37.22739821,10.61004896,1.54688162,16.02658003,0.02616955,37.05910637,MS,0.66373887,37.54537256,0.00807943,0.54756224,6.36760464,23.96577983,0.09396662,8.951558341782492,0.00246566,0.01715841,0.00457484,0.50514577,0.90331857,13.521897614716815,0.00000000,6.20963673,2.62396943,13.39004594,267.00000000,3.97460169,0.79746933,8.027588446623861,8.304495347008697,0.57798466,3.97460169
0.02721231,0.05229674,0.03950700,9.92020421442617,0.00902390,0.07152213,0.01443329,1.78599573,0.04164560,3.44894311,6.32433925,0.18213600,0.00165744,1,0.91042525,0.00009507,0.89311834,37.07079100,10.59648481,1.54755601,16.01577043,0.02620724,36.85450772,MS,0.64606643,37.47856821,0.00803727,0.55663921,1.37090331,23.86595882,0.09394233,8.842255081875662,0.00246676,0.01718334,0.00455743,0.44284684,0.90451288,13.454211932625547,0.00000000,1.33729155,2.62581977,13.35052014,268.00000000,3.97985667,0.79633263,7.983849018521787,8.045781682929446,0.57833679,3.97985667
0.02715957,0.05229314,0.03948324,9.720855384084896,0.00903626,0.07159451,0.01443332,1.78636064,0.04159290,3.44696336,6.31660130,0.17828653,0.00165771,1,0.00000000,0.00006264,0.79939888,36.90355246,10.58130892,1.54920847,15.99913586,0.02624364,36.64338916,MS,0.62228317,37.39310875,0.00798166,0.53634785,0.00000000,23.74319587,0.09388604,8.707605993425267,0.00246784,0.01720738,0.00450085,0.36508057,0.90580705,13.368765367876057,0.00000000,0.00000000,2.62854410,13.27571660,269.00000000,3.98555103,0.79537961,7.901688090871383,7.782258486887196,0.57868022,3.98555103
0.02712097,0.05228160,0.03946075,9.548042896122128,0.00904804,0.07166299,0.01443027,1.78665139,0.04155124,3.44517530,6.30959214,0.17333931,0.00165805,1,0.00000000,0.00005554,0.75781475,36.75707469,10.56850663,1.55096283,15.98302204,0.02627822,36.46915616,MS,0.59193863,37.29820302,0.00792903,0.50518488,0.00000000,23.62692973,0.09383284,8.57990927150301,0.00246892,0.01723018,0.00443447,0.34557477,0.90690242,13.266863691201145,0.00000000,0.00000000,2.63118615,13.19163649,270.00000000,3.99037064,0.79475842,7.8104769224938,7.569367358851211,0.57900927,3.99037064
0.02708891,0.05226794,0.03943964,9.396200232658554,0.00905892,0.07172638,0.01442619,1.78757768,0.04151510,3.44354923,6.30204635,0.16700990,0.00165808,1,0.00000000,0.00003111,0.71108305,36.62484813,10.55927333,1.55324359,15.96789875,0.02631026,36.31588327,MS,0.55332095,37.20500974,0.00788004,0.47320228,0.00000000,23.51881816,0.09378304,8.460893105245999,0.00246993,0.01725133,0.00436454,0.32816475,0.90771169,13.165916274547918,0.00000000,0.00000000,2.63366714,13.10902977,271.00000000,3.99393145,0.79427473,7.718002290812313,7.388639347529026,0.57931545,3.99393145
0.02706194,0.05225273,0.03941985,9.2594527791348,0.00906908,0.07178514,0.01442178,1.78851718,0.04148372,3.44212470,6.29512800,0.16140139,0.00165814,1,0.00000000,0.00002578,0.66940790,36.50505975,10.55113514,1.55550275,15.95342240,0.02634007,36.17979232,MS,0.51841882,37.11541187,0.00783438,0.44309037,0.00000000,23.41813665,0.09373646,8.349792621369009,0.00247093,0.01727098,0.00429478,0.31352036,0.90842904,13.065715885081463,0.00000000,0.00000000,2.63604323,13.02835890,272.00000000,3.99708776,0.79390531,7.627608590725281,7.231027923740312,0.57960238,3.99708776
0.02703816,0.05223668,0.03940082,9.130923177113518,0.00907867,0.07184048,0.01441694,1.78929606,0.04145509,3.44080372,6.28884678,0.15738512,0.00165826,1,0.00000000,0.00002635,0.65216656,36.39334249,10.54327863,1.55758962,15.93956061,0.02636820,36.05507773,MS,0.49272280,37.02773923,0.00779101,0.42287068,0.00000000,23.32256811,0.09369178,8.244101601177869,0.00247189,0.01728953,0.00422604,0.31618935,0.90911937,12.959848182996428,0.00000000,0.00000000,2.63831993,12.94958611,273.00000000,4.00012523,0.79360118,7.540318949850891,7.089313659903107,0.57987454,4.00012523
0.02701648,0.05221749,0.03938204,9.009569516494816,0.00908821,0.07189529,0.01441370,1.78990374,0.04143018,3.43950084,6.28291997,0.15677526,0.00165845,1,0.00000000,0.00002711,0.65486930,36.28769692,10.53585417,1.55961276,15.92584731,0.02639612,35.93572509,MS,0.48820242,36.94741918,0.00774811,0.40488234,0.00000000,23.22793245,0.09364767,8.139373275554753,0.00247284,0.01730791,0.00415534,0.32131192,0.90977114,12.86034535297961,0.00000000,0.00000000,2.64057591,12.86611004,274.00000000,4.00299301,0.79341572,7.44894589978015,6.9551221897479465,0.58014560,4.00299301
0.02699751,0.05219454,0.03936332,8.893109857259844,0.00909803,0.07195132,0.01441163,1.79029172,0.04140914,3.43820806,6.27735792,0.15817212,0.00165878,1,0.00000000,0.00003188,0.66204644,36.18613224,10.52847975,1.56157628,15.91186007,0.02642477,35.82096471,MS,0.49599771,36.87020549,0.00770474,0.38451335,0.00000000,23.13198000,0.09360368,8.033236942893796,0.00247384,0.01732674,0.00408334,0.32011442,0.91041475,12.76592450521278,0.00000000,0.00000000,2.64288246,12.77531689,275.00000000,4.00582488,0.79336160,7.351046792156829,6.825749110858557,0.58042598,4.00582488
0.02698090,0.05217011,0.03934486,8.780547503880967,0.00910810,0.07200805,0.01440926,1.79082903,0.04139016,3.43688467,6.27141964,0.15893088,0.00165904,1,0.00000000,0.00002672,0.66045266,36.08638537,10.52213302,1.56372408,15.89797629,0.02645394,35.71062980,MS,0.49951523,36.78997632,0.00766132,0.36233421,0.00000000,23.03562493,0.09356027,7.926681025375676,0.00247483,0.01734585,0.00401213,0.31285951,0.91097522,12.671502408270955,0.00000000,0.00000000,2.64517681,12.68155427,276.00000000,4.00829098,0.79336915,7.249249707234571,6.702567419226543,0.58071453,4.00829098
0.02696673,0.05214461,0.03932680,8.672033345457814,0.00911815,0.07206474,0.01440644,1.79136281,0.04137317,3.43557156,6.26550376,0.15881082,0.00165931,1,0.00000000,0.00002601,0.65076228,35.98946110,10.51625538,1.56589815,15.88424440,0.02648319,35.60570227,MS,0.49726699,36.70780078,0.00761831,0.33965099,0.00000000,22.94003406,0.09351778,7.820942562019474,0.00247584,0.01736504,0.00394283,0.30159789,0.91149607,12.577539441235603,0.00000000,0.00000000,2.64745027,12.58620863,277.00000000,4.01058272,0.79343142,7.145660392701249,6.585593575229656,0.58100641,4.01058272
0.02695404,0.05211898,0.03930917,8.567134975812273,0.00912819,0.07212091,0.01440329,1.79208908,0.04135733,3.43431654,6.25940496,0.15800977,0.00165951,1,0.00000000,0.00002110,0.63905477,35.89449668,10.51109316,1.56823171,15.87056291,0.02651232,35.50453995,MS,0.49107885,36.62425453,0.00757596,0.32041360,0.00000000,22.84579482,0.09347631,7.716663667277546,0.00247686,0.01738414,0.00387554,0.29098399,0.91195978,12.484928217677856,0.00000000,0.00000000,2.64971963,12.49141966,278.00000000,4.01262305,0.79351764,7.0417996781063525,6.473605103590485,0.58130126,4.01262305
0.02694222,0.05209387,0.03929203,8.46606545812646,0.00913815,0.07217601,0.01439992,1.79308884,0.04134214,3.43303813,6.25277019,0.15656568,0.00165956,1,0.00000000,0.00001241,0.62658875,35.80125445,10.50723858,1.57076806,15.85743505,0.02654114,35.40627248,MS,0.48090518,36.54026501,0.00753459,0.30330442,0.00000000,22.75353796,0.09343601,7.614526477687863,0.00247783,0.01740298,0.00381010,0.28271014,0.91231819,12.39419243948446,0.00000000,0.00000000,2.65190050,12.39875971,279.00000000,4.01420002,0.79360846,6.938737934943792,6.366583493878893,0.58159756,4.01420002
0.02693133,0.05206881,0.03927538,8.368331330164029,0.00914795,0.07222975,0.01439674,1.79407808,0.04132806,3.43186485,6.24644528,0.15474974,0.00165965,1,0.00000000,0.00001225,0.61417871,35.71085879,10.50335541,1.57326769,15.84433343,0.02656945,35.31138966,MS,0.46853040,36.45812773,0.00749429,0.28837382,0.00000000,22.66360383,0.09339687,7.514889407026254,0.00247883,0.01742150,0.00374674,0.27631996,0.91267864,12.305592849520576,0.00000000,0.00000000,2.65408060,12.30773590,280.00000000,4.01578603,0.79372006,6.837495436518911,6.263581171126854,0.58189375,4.01578603
0.02692029,0.05204453,0.03925909,8.273484261983185,0.00915757,0.07228213,0.01439376,1.79530165,0.04131405,3.43069865,6.23975030,0.15292044,0.00165960,1,0.00000000,0.00000411,0.60755628,35.62184946,10.50043463,1.57592351,15.83166884,0.02659722,35.21747413,MS,0.45615751,36.37814280,0.00745495,0.27664614,0.00000000,22.57580008,0.09335858,7.417530532538373,0.00247978,0.01743965,0.00368474,0.27576488,0.91296269,12.219252970397458,0.00000000,0.00000000,2.65619098,12.21956980,281.00000000,4.01703584,0.79382118,6.738056335222471,6.163758515220439,0.58218830,4.01703584
0.02691059,0.05202036,0.03924331,8.181830427722197,0.00916710,0.07233350,0.01439055,1.79654671,0.04130114,3.42958371,6.23315671,0.15150107,0.00165956,1,0.00000000,0.00000395,0.59028366,35.53528388,10.49777081,1.57857437,15.81921551,0.02662466,35.12754460,MS,0.44629115,36.29776390,0.00741657,0.26099507,0.00000000,22.49002580,0.09332150,7.322373701896559,0.00248074,0.01745756,0.00362512,0.26241661,0.91322427,12.134852415908137,0.00000000,0.00000000,2.65826945,12.13285138,282.00000000,4.01818678,0.79394170,6.64001516549893,6.067935900263419,0.58248421,4.01818678
0.02690118,0.05199664,0.03922792,8.092646964013124,0.00917655,0.07238375,0.01438749,1.79791613,0.04128868,3.42851715,6.22647913,0.14994478,0.00165947,1,0.00000000,0.00000000,0.58170288,35.45021184,10.49556040,1.58129918,15.80694675,0.02665175,35.03927329,MS,0.43564876,36.21856893,0.00737907,0.24990669,0.00000000,22.40609312,0.09328532,7.229211839531681,0.00248169,0.01747521,0.00356700,0.25836639,0.91344979,12.052328267765278,0.00000000,0.00000000,2.66032041,12.04822350,283.00000000,4.01917909,0.79406435,6.543588791023811,5.974900308551543,0.58278170,4.01917909
0.02689224,0.05197340,0.03921300,8.006393512909174,0.00918574,0.07243234,0.01438463,1.79925803,0.04127688,3.42748871,6.21997295,0.14773241,0.00165937,1,0.00000000,0.00000000,0.56783753,35.36779757,10.49351261,1.58395525,15.79507279,0.02667815,34.95369534,MS,0.42134203,36.14196650,0.00734277,0.23886238,0.00000000,22.32482617,0.09325028,7.138916673393651,0.00248261,0.01749241,0.00351089,0.25260609,0.91366034,11.972202198109125,0.00000000,0.00000000,2.66230782,11.96619783,284.00000000,4.02010551,0.79419237,6.449973188582769,5.885086219969522,0.58307605,4.02010551
0.02698371,0.05199426,0.03927235,8.169861016565868,0.00919481,0.07247935,0.01440117,1.80131161,0.04138488,3.42646406,6.21226894,0.14563768,0.00165892,1,6.32582859,0.00003057,0.82516119,35.47410241,10.52714862,1.58586343,15.81343664,0.02670397,35.11213592,MS,0.40781210,36.15232522,0.00738144,0.24023457,6.44176984,22.38160978,0.09337914,7.201767529657816,0.00248348,0.01750915,0.00352924,0.51763477,0.91102779,11.97734495348189,0.00000000,6.24962679,2.65956625,11.96062813,285.00000000,4.00852230,0.79595093,6.431212620757837,6.137812630175672,0.58336909,4.00852230
0.02728303,0.05210700,0.03947417,8.857000431663327,0.00920388,0.07252637,0.01446330,1.79643169,0.04174632,3.42542893,6.21639090,0.14548282,0.00166164,1,18.30488523,0.00020786,0.76735156,35.97053105,10.60113632,1.57886986,15.88920006,0.02672995,35.76201821,MS,0.40482454,36.36386186,0.00756257,0.28847361,18.29889711,22.72368814,0.09385333,7.611619011054854,0.00248434,0.01752607,0.00371660,0.45707867,0.90461865,12.250041106298342,0.00000000,17.66796806,2.64704514,12.11077670,286.00000000,3.98032208,0.80116534,6.613862579150699,7.058279024170224,0.58366873,3.98032208
0.02761315,0.05228690,0.03973106,9.616781020690151,0.00921339,0.07257532,0.01455272,1.78674805,0.04216586,3.42420441,6.22812519,0.14764637,0.00166647,1,23.20505850,0.00038315,0.95481734,36.54292199,10.67560059,1.56569626,15.98753344,0.02675722,36.46564405,MS,0.41478345,36.68955351,0.00779792,0.39091740,23.19180834,23.16230509,0.09445276,8.13284458026773,0.00248513,0.01754384,0.00402403,0.62909740,0.89822415,12.647505520442772,0.00000000,22.35215244,2.63107974,12.37173828,287.00000000,3.95218626,0.80643268,6.936149733444652,8.019524623714801,0.58398810,3.95218626
0.02788595,0.05249959,0.03998180,10.240282706452607,0.00922374,0.07263092,0.01464965,1.77622462,0.04253560,3.42256184,6.23973844,0.15285413,0.00167159,1,22.98495613,0.00044964,1.08244844,37.01878335,10.73532447,1.55096099,16.08382340,0.02678944,37.00877729,MS,0.44157868,37.03783012,0.00802419,0.52595993,22.97158801,23.57468158,0.09503519,8.623044021592502,0.00248584,0.01756570,0.00437232,0.69808921,0.89315072,13.077018281718605,0.00000000,22.14332598,2.61570378,12.68215939,288.00000000,3.92986319,0.81020825,7.312743895180396,8.750026984310875,0.58439262,3.92986319
0.02824237,0.05278005,0.04031920,11.024698745165662,0.00923491,0.07268892,0.01478695,1.75478992,0.04302931,3.42073482,6.26960313,0.15934361,0.00168162,1,30.85674496,0.00090993,1.47257611,37.66606342,10.79321696,1.52495158,16.21527536,0.02682187,37.72846459,MS,0.47410603,37.54688016,0.00833607,0.73251477,30.83528031,24.13173103,0.09580936,9.274612008070035,0.00248649,0.01758696,0.00486160,1.08490736,0.88820237,13.6459025604337,0.00000000,29.65880021,2.59525229,13.09776951,289.00000000,3.90809044,0.81525717,7.847841248016993,9.652306542026052,0.58477427,3.90809044
0.02851851,0.05308899,0.04063381,11.658846264114844,0.00924709,0.07275277,0.01492384,1.73815292,0.04344235,3.41868781,6.29048132,0.16728376,0.00168946,1,29.24069944,0.00085634,1.49178184,38.17698823,10.84494066,1.50263210,16.33723739,0.02685737,38.24964547,MS,0.51712937,38.03814490,0.00862260,0.95323576,29.21828164,24.63300803,0.09653134,9.863170876513133,0.00248719,0.01761028,0.00534093,1.06814194,0.88385568,14.210257919362116,0.00000000,28.12725977,2.57656217,13.55006368,290.00000000,3.88896501,0.81829301,8.393782255345151,10.323682915718253,0.58518653,3.88896501
0.02859179,0.05334375,0.04081751,11.87877223086335,0.00925978,0.07282097,0.01501971,1.73332419,0.04361150,3.41643089,6.29057084,0.17355413,0.00169183,1,18.24521041,0.00043110,1.23003637,38.33133210,10.87182402,1.49230674,16.40655618,0.02689463,38.32198645,MS,0.55511513,38.34912266,0.00877629,1.13152348,18.25483674,24.89218249,0.09695525,10.175192237687915,0.00248788,0.01763485,0.00563992,0.78517596,0.88166165,14.585607368420476,0.00000000,17.64507778,2.56600668,13.90492601,291.00000000,3.87931124,0.81755593,8.782420310376787,10.456830432132548,0.58560360,3.87931124
0.02848392,0.05348472,0.04084875,11.656315098923207,0.00927236,0.07289050,0.01505619,1.73420503,0.04354011,3.41422671,6.28117746,0.17615652,0.00169163,1,5.16591126,0.00016019,1.03223145,38.14511891,10.85590072,1.49018279,16.41403968,0.02693168,38.00250371,MS,0.57671887,38.41492429,0.00877693,1.18738209,5.42408175,24.87438611,0.09702484,10.163502525648695,0.00248865,0.01765932,0.00571123,0.58983660,0.88300337,14.655689755412906,0.00000000,5.25287235,2.56495878,14.07112959,292.00000000,3.88521485,0.81406631,8.948254099421458,10.070889260669489,0.58599601,3.88521485
0.02834392,0.05354318,0.04081688,11.316456185656477,0.00928454,0.07295975,0.01506227,1.73568940,0.04340618,3.41205568,6.27103147,0.17645419,0.00169115,1,0.00000000,0.00007416,0.90407324,37.87155885,10.82569311,1.49091002,16.39609965,0.02696758,37.61257340,MS,0.58739279,38.35891325,0.00871459,1.14255119,0.00000000,24.74450647,0.09694937,10.021687335662486,0.00248943,0.01768304,0.00564732,0.47521711,0.88547593,14.569930930651473,0.00000000,0.00000000,2.56775934,14.10271802,293.00000000,3.89609409,0.81067616,8.972049091828971,9.587524151610978,0.58635204,3.89609409
0.02824907,0.05357026,0.04078679,11.04527755835771,0.00929630,0.07302796,0.01505898,1.73670108,0.04330806,3.41008035,6.26239573,0.17597899,0.00169098,1,0.00000000,0.00005995,0.85846422,37.65100495,10.80237974,1.49211630,16.37818884,0.02700214,37.32242520,MS,0.59122903,38.26738605,0.00865449,1.03735944,0.00000000,24.61890233,0.09687832,9.884205919738713,0.00249031,0.01770583,0.00554920,0.44603450,0.88739564,14.436773556078009,0.00000000,0.00000000,2.57055600,14.08329751,294.00000000,3.90454081,0.80843476,8.945555242479008,9.237342704962705,0.58667400,3.90454081
0.02817701,0.05358023,0.04075795,10.81075207349514,0.00930771,0.07309524,0.01505316,1.73698947,0.04323017,3.40821483,6.25542679,0.17555505,0.00169119,1,0.00000000,0.00006547,0.83843614,37.46129457,10.78156792,1.49318383,16.36049009,0.02703559,37.08391171,MS,0.59301664,38.16769265,0.00859605,0.95196278,0.00000000,24.49649897,0.09681040,9.749918347663993,0.00249124,0.01772788,0.00543903,0.43933908,0.88910521,14.28716756116546,0.00000000,0.00000000,2.57332152,14.03610367,295.00000000,3.91206294,0.80683071,8.894005114167266,8.953527880799719,0.58696907,3.91206294
0.02811892,0.05357890,0.04073004,10.59941587404668,0.00931881,0.07316190,0.01504697,1.73652344,0.04316589,3.40647616,6.25019409,0.17546217,0.00169181,1,0.00000000,0.00007801,0.83156690,37.29264965,10.76134023,1.49392334,16.34273163,0.02706818,36.87747410,MS,0.59524262,38.06850582,0.00853880,0.87797304,0.00000000,24.37641958,0.09674479,9.617886492771403,0.00249224,0.01774937,0.00532524,0.44207948,0.89075707,14.13098047948757,0.00000000,0.00000000,2.57609924,13.97044781,296.00000000,3.91933111,0.80565085,8.827116509462996,8.709607739785184,0.58724274,3.91933111
0.02807111,0.05356881,0.04070295,10.404115749684605,0.00932973,0.07322799,0.01504133,1.73504332,0.04311244,3.40480482,6.24694934,0.17537771,0.00169293,1,0.00000000,0.00010295,0.82935222,37.14083918,10.74038822,1.49403672,16.32513836,0.02710012,36.69511618,MS,0.59630784,37.97267650,0.00848264,0.81039103,0.00000000,24.25838608,0.09668125,9.487827061704273,0.00249327,0.01777038,0.00521254,0.44780812,0.89244998,13.97042393308348,0.00000000,0.00000000,2.57885412,13.89052372,297.00000000,3.92677993,0.80480498,8.750393366609353,8.493182505447448,0.58750056,3.92677993
0.02803232,0.05355278,0.04067713,10.22452361875062,0.00934054,0.07329344,0.01503570,1.73309694,0.04306802,3.40326517,6.24490836,0.17505900,0.00169434,1,0.00000000,0.00011706,0.80487560,37.00305259,10.71968778,1.49391071,16.30757181,0.02713154,36.53399469,MS,0.59546721,37.87755666,0.00842801,0.73414879,0.00000000,24.14319602,0.09662080,9.36066073917037,0.00249437,0.01779100,0.00510516,0.43056023,0.89411401,13.811984283887814,0.00000000,0.00000000,2.58160819,13.80108776,298.00000000,3.93410164,0.80421646,8.665927996456164,8.300316741615275,0.58774734,3.93410164
0.02799809,0.05353267,0.04065218,10.058992565319508,0.00935116,0.07335831,0.01503177,1.73131616,0.04302985,3.40181570,6.24288020,0.17471855,0.00169572,1,0.00000000,0.00011085,0.79218130,36.87537169,10.70081005,1.49403552,16.29009510,0.02716243,36.38395493,MS,0.59392827,37.79068181,0.00837453,0.67272788,0.00000000,24.03022039,0.09656252,9.235707784580658,0.00249552,0.01781128,0.00500059,0.42348688,0.89563521,13.666445416388923,0.00000000,0.00000000,2.58435189,13.70521711,299.00000000,3.94079492,0.80380550,8.573946948990042,8.122203310324199,0.58798367,3.94079492
0.02796707,0.05350827,0.04062823,9.90839692868269,0.00936156,0.07342219,0.01503132,1.72958046,0.04299839,3.40042985,6.24099223,0.17378598,0.00169709,1,0.00000000,0.00010897,0.77250098,36.75882313,10.68364785,1.49430444,16.27296609,0.02719269,36.24240734,MS,0.58817572,37.71965905,0.00832246,0.61466848,0.00000000,23.92007944,0.09650666,9.113669373662082,0.00249667,0.01783113,0.00489838,0.41097537,0.89701748,13.544928506609926,0.00000000,0.00000000,2.58704433,13.60306882,300.00000000,3.94687693,0.80358413,8.475038926390457,7.953888033722564,0.58821077,3.94687693
0.02794026,0.05348484,0.04060539,9.76443466731975,0.00937167,0.07348420,0.01502841,1.72814934,0.04296867,3.39914792,6.23890813,0.17171361,0.00169836,1,0.00000000,0.00010085,0.74657573,36.64679017,10.66771134,1.49477784,16.25621911,0.02722203,36.11242000,MS,0.57481372,37.64027131,0.00827234,0.56309745,0.00000000,23.81385513,0.09645351,8.995742547230517,0.00249784,0.01785036,0.00480459,0.39648103,0.89830649,13.414466411885309,0.00000000,0.00000000,2.58967976,13.50412808,301.00000000,3.95254856,0.80338029,8.378190450365846,7.801168312445846,0.58842947,3.95254856
0.02791627,0.05346037,0.04058333,9.626570337529982,0.00938154,0.07354441,0.01502563,1.72647303,0.04294190,3.39797636,6.23757419,0.16973957,0.00169977,1,0.00000000,0.00010698,0.73481407,36.54098532,10.65151243,1.49503704,16.23967771,0.02725051,35.99083939,MS,0.56145750,37.56310717,0.00822379,0.52430549,0.00000000,23.71087921,0.09640227,8.881200419109879,0.00249902,0.01786897,0.00471599,0.39524544,0.89961435,13.283228336645706,0.00000000,0.00000000,2.59228629,13.40513190,302.00000000,3.95830312,0.80324724,8.282484090740839,7.6584140741746,0.58864087,3.95830312
0.02789414,0.05343335,0.04056189,9.496790986679558,0.00939121,0.07360363,0.01502506,1.72460175,0.04291920,3.39687660,6.23678844,0.16868617,0.00170130,1,0.00000000,0.00011242,0.72547870,36.44226229,10.63554668,1.49518042,16.22329195,0.02727847,35.87448971,MS,0.55404968,37.49633682,0.00817629,0.48803906,0.00000000,23.61005436,0.09635255,8.768878711280212,0.00250023,0.01788726,0.00462991,0.39147608,0.90090037,13.164691609170632,0.00000000,0.00000000,2.59487219,13.30285834,303.00000000,3.96396164,0.80322857,8.184198775070922,7.521092551358658,0.58884745,3.96396164
0.02787364,0.05340229,0.04054041,9.369294033591599,0.00940089,0.07366287,0.01502680,1.72185598,0.04290044,3.39574743,6.23740513,0.16872228,0.00170321,1,0.00000000,0.00013751,0.74873268,36.34923803,10.61792065,1.49467476,16.20705631,0.02730646,35.76165845,MS,0.55385516,37.43915655,0.00812875,0.46749990,0.00000000,23.50905968,0.09630273,8.656265812572627,0.00250140,0.01790556,0.00454462,0.41432989,0.90230816,13.047487343189632,0.00000000,0.00000000,2.59743914,13.19397369,304.00000000,3.97015589,0.80334445,8.083458550377962,7.386364795136278,0.58905457,3.97015589
0.02785404,0.05336808,0.04051920,9.248416949042934,0.00941074,0.07372266,0.01503143,1.71907790,0.04288546,3.39470281,6.23828372,0.16934413,0.00170522,1,0.00000000,0.00013948,0.75424618,36.26094494,10.60066756,1.49423356,16.19041692,0.02733479,35.65008621,MS,0.55747068,37.39289896,0.00808123,0.43757854,0.00000000,23.40784052,0.09625355,8.543355664004498,0.00250267,0.01792405,0.00445969,0.41617086,0.90368707,12.94545221156532,0.00000000,0.00000000,2.60007619,13.07935697,305.00000000,3.97622309,0.80357890,7.976783289722192,7.253312689473951,0.58926577,3.97622309
0.02783686,0.05333114,0.04049802,9.129799588015834,0.00942093,0.07378430,0.01503638,1.71611294,0.04287325,3.39356081,6.23917202,0.17139346,0.00170729,1,0.00000000,0.00014639,0.76467226,36.17446474,10.58368542,1.49373095,16.17387307,0.02736408,35.54176741,MS,0.57051300,37.34577747,0.00803292,0.41073546,0.00000000,23.30462092,0.09620439,8.428275191689785,0.00250392,0.01794315,0.00437650,0.41507986,0.90504203,12.844093903597948,0.00000000,0.00000000,2.60270433,12.95847031,306.00000000,3.98218494,0.80390646,7.8643151969178104,7.123483060552329,0.58948597,3.98218494
0.02782173,0.05329212,0.04047676,9.01214525932502,0.00943152,0.07384797,0.01504115,1.71310303,0.04286288,3.39237268,6.23995741,0.17365381,0.00170940,1,0.00000000,0.00014848,0.77963362,36.08818333,10.56694699,1.49327310,16.15710483,0.02739444,35.43562024,MS,0.58418878,37.29523478,0.00798365,0.38720452,0.00000000,23.19902389,0.09615500,8.310622238120342,0.00250520,0.01796293,0.00429480,0.41694066,0.90637958,12.74009225064857,0.00000000,0.00000000,2.60537533,12.83226549,307.00000000,3.98807014,0.80430058,7.74638686631212,6.996721157266183,0.58971719,3.98807014
0.02780790,0.05324941,0.04045533,8.895542553307736,0.00944242,0.07391299,0.01504785,1.70951503,0.04285575,3.39117443,6.24163788,0.17507153,0.00171181,1,0.00000000,0.00016700,0.80235365,36.00470372,10.54901940,1.49242571,16.14004788,0.02742567,35.33044389,MS,0.59198929,37.25071206,0.00793361,0.37055487,0.00000000,23.09154508,0.09610516,8.190918298057163,0.00250652,0.01798324,0.00421309,0.42974762,0.90780788,12.639360237399119,0.00000000,0.00000000,2.60809986,12.69888326,308.00000000,3.99435465,0.80481175,7.623828417554066,6.869628475278061,0.58996000,3.99435465
0.02779877,0.05322494,0.04047098,8.76051790468397,0.00945362,0.07397925,0.01506656,1.71174563,0.04286533,3.38993398,6.23329033,0.17639565,0.00171152,1,3.80557206,0.00026256,1.84604367,35.94433368,10.56470035,1.49616094,16.13773942,0.02745767,35.23434081,MS,0.59854307,37.25431612,0.00792011,0.34736007,4.15628642,23.01069300,0.09609027,8.056507962849055,0.00250785,0.01800405,0.00417782,1.46357233,0.90744901,12.512357958096942,0.00000000,4.01106655,2.60988668,12.59443484,309.00000000,3.99277565,0.80536165,7.4895253565294615,6.727071036977233,0.59021387,3.99277565
0.02795118,0.05324989,0.04056721,9.000701338310117,0.00946523,0.07404730,0.01509941,1.70532978,0.04305060,3.38867824,6.23945816,0.17825496,0.00171528,1,10.13290862,0.00042057,1.23585162,36.14275284,10.58830920,1.49096930,16.16723213,0.02749092,35.51010445,MS,0.60742795,37.31387619,0.00798640,0.35188180,10.24993427,23.10808519,0.09630048,8.164420404693704,0.00250922,0.01802569,0.00424180,0.83887254,0.90553323,12.480804239795194,0.00000000,9.87804798,2.60561959,12.57003096,310.00000000,3.98434622,0.80846359,7.488317716382731,7.120727325493526,0.59048699,3.98434622
