t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
34,1,b'T4',NA,False,0.00000000,7.52000000,NA,7,2151.51663129,2151.51663129,NA,4,NA,vegetative,8.60308626,NA,NA,61942.22103608
34,1,MS,0.35409188,False,0.00000000,7.52000000,0.00007222,1,2151.51663129,2151.51663129,0.05677748,10,0.00000000,vegetative,8.60308626,0.18817416,0.40107641,61942.22103608
35,1,b'T1',NA,False,0.00000000,7.36500000,NA,4,2107.17021137,2107.17021137,NA,7,NA,vegetative,8.89574878,NA,NA,64049.39124745
35,1,b'T2',NA,False,0.00000000,7.36500000,NA,5,2107.17021137,2107.17021137,NA,6,NA,vegetative,8.89574878,NA,NA,64049.39124745
35,1,b'T3',NA,False,0.00000000,7.36500000,NA,6,2107.17021137,2107.17021137,NA,5,NA,vegetative,8.89574878,NA,NA,64049.39124745
35,1,b'T4',NA,False,0.00000000,7.36500000,NA,7,2107.17021137,2107.17021137,NA,4,NA,vegetative,8.89574878,NA,NA,64049.39124745
35,1,MS,0.34467903,False,0.00000000,7.36500000,0.00006265,1,2107.17021137,2107.17021137,0.05685784,10,0.00000000,vegetative,8.89574878,0.18428888,0.39824538,64049.39124745
36,1,b'T1',NA,False,0.00000000,7.43000000,NA,4,2125.76709714,2125.76709714,NA,7,NA,vegetative,9.19099421,NA,NA,66175.15834459
36,1,b'T2',NA,False,0.00000000,7.43000000,NA,5,2125.76709714,2125.76709714,NA,6,NA,vegetative,9.19099421,NA,NA,66175.15834459
36,1,b'T3',NA,False,0.00000000,7.43000000,NA,6,2125.76709714,2125.76709714,NA,5,NA,vegetative,9.19099421,NA,NA,66175.15834459
36,1,b'T4',NA,False,0.00000000,7.43000000,NA,7,2125.76709714,2125.76709714,NA,4,NA,vegetative,9.19099421,NA,NA,66175.15834459
36,1,MS,0.33674275,False,0.00000000,7.43000000,0.00004401,1,2125.76709714,2125.76709714,0.05693809,10,0.00000000,vegetative,9.19099421,0.18357542,0.39591813,66175.15834459
37,1,b'T1',NA,False,0.00000000,7.53000000,NA,4,2154.37769064,2154.37769064,NA,7,NA,vegetative,9.49021334,NA,NA,68329.53603523
37,1,b'T2',NA,False,0.00000000,7.53000000,NA,5,2154.37769064,2154.37769064,NA,6,NA,vegetative,9.49021334,NA,NA,68329.53603523
37,1,b'T3',NA,False,0.00000000,7.53000000,NA,6,2154.37769064,2154.37769064,NA,5,NA,vegetative,9.49021334,NA,NA,68329.53603523
37,1,b'T4',NA,False,0.00000000,7.53000000,NA,7,2154.37769064,2154.37769064,NA,4,NA,vegetative,9.49021334,NA,NA,68329.53603523
37,1,MS,0.32876753,False,0.00000000,7.53000000,0.00007829,1,2154.37769064,2154.37769064,0.05701855,10,0.00000000,vegetative,9.49021334,0.18334180,0.39156854,68329.53603523
38,1,b'T1',NA,False,0.00000000,7.46500000,NA,4,2135.78080487,2135.78080487,NA,7,NA,vegetative,9.78684956,NA,NA,70465.31684010
38,1,b'T2',NA,False,0.00000000,7.46500000,NA,5,2135.78080487,2135.78080487,NA,6,NA,vegetative,9.78684956,NA,NA,70465.31684010
38,1,b'T3',NA,False,0.00000000,7.46500000,NA,6,2135.78080487,2135.78080487,NA,5,NA,vegetative,9.78684956,NA,NA,70465.31684010
38,1,b'T4',NA,False,0.00000000,7.46500000,NA,7,2135.78080487,2135.78080487,NA,4,NA,vegetative,9.78684956,NA,NA,70465.31684010
38,1,MS,0.31702993,False,0.00000000,7.46500000,0.00010559,1,2135.78080487,2135.78080487,0.05709740,10,0.00000000,vegetative,9.78684956,0.18072967,0.37988717,70465.31684010
39,1,b'T1',NA,False,0.00000000,7.16000000,NA,4,2048.51849469,2048.51849469,NA,7,NA,vegetative,10.07136602,NA,NA,72513.83533478
39,1,b'T2',NA,False,0.00000000,7.16000000,NA,5,2048.51849469,2048.51849469,NA,6,NA,vegetative,10.07136602,NA,NA,72513.83533478
39,1,b'T3',NA,False,0.00000000,7.16000000,NA,6,2048.51849469,2048.51849469,NA,5,NA,vegetative,10.07136602,NA,NA,72513.83533478
39,1,b'T4',NA,False,0.00000000,7.16000000,NA,7,2048.51849469,2048.51849469,NA,4,NA,vegetative,10.07136602,NA,NA,72513.83533478
39,1,MS,0.30467554,False,0.00000000,7.16000000,0.00007333,1,2048.51849469,2048.51849469,0.05717213,10,0.00000000,vegetative,10.07136602,0.17471965,0.36103376,72513.83533478
40,1,b'T1',NA,False,0.00000000,7.01500000,NA,4,2007.03313411,2007.03313411,NA,7,NA,vegetative,10.35012062,NA,NA,74520.86846890
40,1,b'T2',NA,False,0.00000000,7.01500000,NA,5,2007.03313411,2007.03313411,NA,6,NA,vegetative,10.35012062,NA,NA,74520.86846890
40,1,b'T3',NA,False,0.00000000,7.01500000,NA,6,2007.03313411,2007.03313411,NA,5,NA,vegetative,10.35012062,NA,NA,74520.86846890
40,1,b'T4',NA,False,0.00000000,7.01500000,NA,7,2007.03313411,2007.03313411,NA,4,NA,vegetative,10.35012062,NA,NA,74520.86846890
40,1,MS,0.30217880,False,0.00000000,7.01500000,0.00008654,1,2007.03313411,2007.03313411,0.05724450,10,0.00000000,vegetative,10.35012062,0.17117708,0.37422133,74520.86846890
41,1,b'T1',NA,False,0.00000000,7.03500000,NA,4,2012.75525281,2012.75525281,NA,7,NA,vegetative,10.62966996,NA,NA,76533.62372171
41,1,b'T2',NA,False,0.00000000,7.03500000,NA,5,2012.75525281,2012.75525281,NA,6,NA,vegetative,10.62966996,NA,NA,76533.62372171
41,1,b'T3',NA,False,0.00000000,7.03500000,NA,6,2012.75525281,2012.75525281,NA,5,NA,vegetative,10.62966996,NA,NA,76533.62372171
41,1,b'T4',NA,False,0.00000000,7.03500000,NA,7,2012.75525281,2012.75525281,NA,4,NA,vegetative,10.62966996,NA,NA,76533.62372171
41,1,MS,0.28959061,False,0.00000000,7.03500000,0.00008319,1,2012.75525281,2012.75525281,0.05731624,10,0.00000000,vegetative,10.62966996,0.16987823,0.35671741,76533.62372171
42,1,b'T1',NA,False,0.00000000,6.99600000,NA,4,2001.59712135,2001.59712135,NA,7,NA,vegetative,10.90766956,NA,NA,78535.22084305
42,1,b'T2',NA,False,0.00000000,6.99600000,NA,5,2001.59712135,2001.59712135,NA,6,NA,vegetative,10.90766956,NA,NA,78535.22084305
42,1,b'T3',NA,False,0.00000000,6.99600000,NA,6,2001.59712135,2001.59712135,NA,5,NA,vegetative,10.90766956,NA,NA,78535.22084305
42,1,b'T4',NA,False,0.00000000,6.99600000,NA,7,2001.59712135,2001.59712135,NA,4,NA,vegetative,10.90766956,NA,NA,78535.22084305
42,1,MS,0.27678898,False,0.00000000,6.99600000,0.00005295,1,2001.59712135,2001.59712135,0.05738672,10,0.00000000,vegetative,10.90766956,0.16777263,0.33879412,78535.22084305
43,1,b'T1',NA,False,0.00000000,6.92800000,NA,4,1982.14191776,1982.14191776,NA,7,NA,vegetative,11.18296705,NA,NA,80517.36276082
43,1,b'T2',NA,False,0.00000000,6.92800000,NA,5,1982.14191776,1982.14191776,NA,6,NA,vegetative,11.18296705,NA,NA,80517.36276082
43,1,b'T3',NA,False,0.00000000,6.92800000,NA,6,1982.14191776,1982.14191776,NA,5,NA,vegetative,11.18296705,NA,NA,80517.36276082
43,1,b'T4',NA,False,0.00000000,6.92800000,NA,7,1982.14191776,1982.14191776,NA,4,NA,vegetative,11.18296705,NA,NA,80517.36276082
43,1,MS,0.26587712,False,0.00000000,6.92800000,0.00005934,1,1982.14191776,1982.14191776,0.05745564,10,0.00000000,vegetative,11.18296705,0.16531334,0.32275834,80517.36276082
44,1,b'T1',NA,False,0.00000000,6.72700000,NA,4,1924.63462483,1924.63462483,NA,7,NA,vegetative,11.45027741,NA,NA,82441.99738564
44,1,b'T2',NA,False,0.00000000,6.72700000,NA,5,1924.63462483,1924.63462483,NA,6,NA,vegetative,11.45027741,NA,NA,82441.99738564
44,1,b'T3',NA,False,0.00000000,6.72700000,NA,6,1924.63462483,1924.63462483,NA,5,NA,vegetative,11.45027741,NA,NA,82441.99738564
44,1,b'T4',NA,False,0.00000000,6.72700000,NA,7,1924.63462483,1924.63462483,NA,4,NA,vegetative,11.45027741,NA,NA,82441.99738564
44,1,MS,0.25718097,False,0.00000000,6.72700000,0.00005739,1,1924.63462483,1924.63462483,0.05752168,10,0.00000000,vegetative,11.45027741,0.16114888,0.30988400,82441.99738564
45,1,b'T1',NA,False,0.00000000,6.38100000,NA,4,1825.64197131,1825.64197131,NA,7,NA,vegetative,11.70383880,NA,NA,84267.63935696
45,1,b'T2',NA,False,0.00000000,6.38100000,NA,5,1825.64197131,1825.64197131,NA,6,NA,vegetative,11.70383880,NA,NA,84267.63935696
45,1,b'T3',NA,False,0.00000000,6.38100000,NA,6,1825.64197131,1825.64197131,NA,5,NA,vegetative,11.70383880,NA,NA,84267.63935696
45,1,b'T4',NA,False,0.00000000,6.38100000,NA,7,1825.64197131,1825.64197131,NA,4,NA,vegetative,11.70383880,NA,NA,84267.63935696
45,1,MS,0.26827422,False,0.00000000,6.38100000,0.00030207,1,1825.64197131,1825.64197131,0.05758353,10,0.00000000,vegetative,11.70383880,0.15553720,0.93072396,84267.63935696
46,1,b'T1',NA,False,0.00000000,6.25000000,NA,4,1788.16209383,1788.16209383,NA,7,NA,vegetative,11.95219465,NA,NA,86055.80145078
46,1,b'T2',NA,False,0.00000000,6.25000000,NA,5,1788.16209383,1788.16209383,NA,6,NA,vegetative,11.95219465,NA,NA,86055.80145078
46,1,b'T3',NA,False,0.00000000,6.25000000,NA,6,1788.16209383,1788.16209383,NA,5,NA,vegetative,11.95219465,NA,NA,86055.80145078
46,1,b'T4',NA,False,0.00000000,6.25000000,NA,7,1788.16209383,1788.16209383,NA,4,NA,vegetative,11.95219465,NA,NA,86055.80145078
46,1,MS,0.33274675,False,0.00000000,6.25000000,0.00063380,1,1788.16209383,1788.16209383,0.05764353,10,0.00000000,vegetative,11.95219465,0.15286846,0.69439475,86055.80145078
47,1,b'T1',NA,False,0.00000000,6.45200000,NA,4,1845.95549270,1845.95549270,NA,7,NA,vegetative,12.20857735,NA,NA,87901.75694348
47,1,b'T2',NA,False,0.00000000,6.45200000,NA,5,1845.95549270,1845.95549270,NA,6,NA,vegetative,12.20857735,NA,NA,87901.75694348
47,1,b'T3',NA,False,0.00000000,6.45200000,NA,6,1845.95549270,1845.95549270,NA,5,NA,vegetative,12.20857735,NA,NA,87901.75694348
47,1,b'T4',NA,False,0.00000000,6.45200000,NA,7,1845.95549270,1845.95549270,NA,4,NA,vegetative,12.20857735,NA,NA,87901.75694348
47,1,MS,0.45155612,False,0.00000000,6.45200000,0.00066263,1,1845.95549270,1845.95549270,0.05770513,10,0.00000000,vegetative,12.20857735,0.15450561,0.73547919,87901.75694348
48,1,b'T1',NA,False,0.00000000,6.75600000,NA,4,1932.93169694,1932.93169694,NA,7,NA,vegetative,12.47704009,NA,NA,89834.68864042
48,1,b'T2',NA,False,0.00000000,6.75600000,NA,5,1932.93169694,1932.93169694,NA,6,NA,vegetative,12.47704009,NA,NA,89834.68864042
48,1,b'T3',NA,False,0.00000000,6.75600000,NA,6,1932.93169694,1932.93169694,NA,5,NA,vegetative,12.47704009,NA,NA,89834.68864042
48,1,b'T4',NA,False,0.00000000,6.75600000,NA,7,1932.93169694,1932.93169694,NA,4,NA,vegetative,12.47704009,NA,NA,89834.68864042
48,1,MS,0.63408830,False,0.00000000,6.75600000,0.00113108,1,1932.93169694,1932.93169694,0.05776959,10,0.00000000,vegetative,12.47704009,0.15831334,1.02131379,89834.68864042
49,1,b'T1',NA,False,0.00000000,7.07500000,NA,4,2024.19949021,2024.19949021,NA,7,NA,vegetative,12.75817891,NA,NA,91858.88813064
49,1,b'T2',NA,False,0.00000000,7.07500000,NA,5,2024.19949021,2024.19949021,NA,6,NA,vegetative,12.75817891,NA,NA,91858.88813064
49,1,b'T3',NA,False,0.00000000,7.07500000,NA,6,2024.19949021,2024.19949021,NA,5,NA,vegetative,12.75817891,NA,NA,91858.88813064
49,1,b'T4',NA,False,0.00000000,7.07500000,NA,7,2024.19949021,2024.19949021,NA,4,NA,vegetative,12.75817891,NA,NA,91858.88813064
49,1,MS,0.84871542,False,0.00000000,7.07500000,0.00100660,1,2024.19949021,2024.19949021,0.05783758,10,0.00000000,vegetative,12.75817891,0.16316830,0.96582453,91858.88813064
50,1,b'T1',NA,False,0.00000000,7.19500000,NA,4,2058.53220241,2058.53220241,NA,7,NA,vegetative,13.04408616,NA,NA,93917.42033305
50,1,b'T2',NA,False,0.00000000,7.19500000,NA,5,2058.53220241,2058.53220241,NA,6,NA,vegetative,13.04408616,NA,NA,93917.42033305
50,1,b'T3',NA,False,0.00000000,7.19500000,NA,6,2058.53220241,2058.53220241,NA,5,NA,vegetative,13.04408616,NA,NA,93917.42033305
50,1,b'T4',NA,False,0.00000000,7.19500000,NA,7,2058.53220241,2058.53220241,NA,4,NA,vegetative,13.04408616,NA,NA,93917.42033305
50,1,MS,1.03481290,False,0.00000000,7.19500000,0.00071372,1,2058.53220241,2058.53220241,0.05790773,10,0.00000000,vegetative,13.04408616,0.16667233,0.80675443,93917.42033305
51,1,b'T1',NA,False,0.00000000,7.13500000,NA,4,2041.36584631,2041.36584631,NA,7,NA,vegetative,13.32760919,NA,NA,95958.78617936
51,1,b'T2',NA,False,0.00000000,7.13500000,NA,5,2041.36584631,2041.36584631,NA,6,NA,vegetative,13.32760919,NA,NA,95958.78617936
51,1,b'T3',NA,False,0.00000000,7.13500000,NA,6,2041.36584631,2041.36584631,NA,5,NA,vegetative,13.32760919,NA,NA,95958.78617936
51,1,b'T4',NA,False,0.00000000,7.13500000,NA,7,2041.36584631,2041.36584631,NA,4,NA,vegetative,13.32760919,NA,NA,95958.78617936
51,1,MS,1.15674919,False,0.00000000,7.13500000,0.00054859,1,2041.36584631,2041.36584631,0.05797871,10,0.00000000,vegetative,13.32760919,0.16882986,0.70762092,95958.78617936
52,1,b'T1',NA,False,0.00000000,7.03800000,NA,4,2013.61357062,2013.61357062,NA,7,NA,vegetative,13.60727774,NA,NA,97972.39974998
52,1,b'T2',NA,False,0.00000000,7.03800000,NA,5,2013.61357062,2013.61357062,NA,6,NA,vegetative,13.60727774,NA,NA,97972.39974998
52,1,b'T3',NA,False,0.00000000,7.03800000,NA,6,2013.61357062,2013.61357062,NA,5,NA,vegetative,13.60727774,NA,NA,97972.39974998
52,1,b'T4',NA,False,0.00000000,7.03800000,NA,7,2013.61357062,2013.61357062,NA,4,NA,vegetative,13.60727774,NA,NA,97972.39974998
52,1,MS,1.17697289,False,0.00000000,7.03800000,0.00015387,1,2013.61357062,2013.61357062,0.05805034,10,0.00000000,vegetative,13.60727774,0.17035630,0.49363073,97972.39974998
53,1,b'T1',NA,False,0.00000000,6.73600000,NA,4,1927.20957824,1927.20957824,NA,7,NA,vegetative,13.87494574,NA,NA,99899.60932822
53,1,b'T2',NA,False,0.00000000,6.73600000,NA,5,1927.20957824,1927.20957824,NA,6,NA,vegetative,13.87494574,NA,NA,99899.60932822
53,1,b'T3',NA,False,0.00000000,6.73600000,NA,6,1927.20957824,1927.20957824,NA,5,NA,vegetative,13.87494574,NA,NA,99899.60932822
53,1,b'T4',NA,False,0.00000000,6.73600000,NA,7,1927.20957824,1927.20957824,NA,4,NA,vegetative,13.87494574,NA,NA,99899.60932822
53,1,MS,1.08712272,False,0.00000000,6.73600000,0.00009334,1,1927.20957824,1927.20957824,0.05812034,10,0.00000000,vegetative,13.87494574,0.16921352,0.39306724,99899.60932822
54,1,b'T1',NA,False,0.00000000,6.37100000,NA,4,1822.78091196,1822.78091196,NA,7,NA,vegetative,14.12810976,NA,NA,101722.39024018
54,1,b'T2',NA,False,0.00000000,6.37100000,NA,5,1822.78091196,1822.78091196,NA,6,NA,vegetative,14.12810976,NA,NA,101722.39024018
54,1,b'T3',NA,False,0.00000000,6.37100000,NA,6,1822.78091196,1822.78091196,NA,5,NA,vegetative,14.12810976,NA,NA,101722.39024018
54,1,b'T4',NA,False,0.00000000,6.37100000,NA,7,1822.78091196,1822.78091196,NA,4,NA,vegetative,14.12810976,NA,NA,101722.39024018
54,1,MS,0.98654430,False,0.00000000,6.37100000,0.00007282,1,1822.78091196,1822.78091196,0.05818579,10,0.00000000,vegetative,14.12810976,0.16675121,0.37012942,101722.39024018
55,1,b'T1',NA,False,0.00000000,6.14300000,NA,4,1757.54875878,1757.54875878,NA,7,NA,vegetative,14.37221375,NA,NA,103479.93899896
55,1,b'T2',NA,False,0.00000000,6.14300000,NA,5,1757.54875878,1757.54875878,NA,6,NA,vegetative,14.37221375,NA,NA,103479.93899896
55,1,b'T3',NA,False,0.00000000,6.14300000,NA,6,1757.54875878,1757.54875878,NA,5,NA,vegetative,14.37221375,NA,NA,103479.93899896
55,1,b'T4',NA,False,0.00000000,6.14300000,NA,7,1757.54875878,1757.54875878,NA,4,NA,vegetative,14.37221375,NA,NA,103479.93899896
55,1,MS,0.89318942,False,0.00000000,6.14300000,0.00004272,1,1757.54875878,1757.54875878,0.05825150,10,0.00000000,vegetative,14.37221375,0.16555380,0.35209933,103479.93899896
56,1,b'T1',NA,False,0.00000000,5.92200000,NA,4,1694.31934714,1694.31934714,NA,7,NA,vegetative,14.60753588,NA,NA,105174.25834611
56,1,b'T2',NA,False,0.00000000,5.92200000,NA,5,1694.31934714,1694.31934714,NA,6,NA,vegetative,14.60753588,NA,NA,105174.25834611
56,1,b'T3',NA,False,0.00000000,5.92200000,NA,6,1694.31934714,1694.31934714,NA,5,NA,vegetative,14.60753588,NA,NA,105174.25834611
56,1,b'T4',NA,False,0.00000000,5.92200000,NA,7,1694.31934714,1694.31934714,NA,4,NA,vegetative,14.60753588,NA,NA,105174.25834611
56,1,MS,0.82921376,False,0.00000000,5.92200000,0.00004794,1,1694.31934714,1694.31934714,0.05831545,10,0.00000000,vegetative,14.60753588,0.16411712,0.35718729,105174.25834611
57,1,b'T1',NA,False,0.00000000,5.79200000,NA,4,1657.12557559,1657.12557559,NA,7,NA,vegetative,14.83769221,NA,NA,106831.38392170
57,1,b'T2',NA,False,0.00000000,5.79200000,NA,5,1657.12557559,1657.12557559,NA,6,NA,vegetative,14.83769221,NA,NA,106831.38392170
57,1,b'T3',NA,False,0.00000000,5.79200000,NA,6,1657.12557559,1657.12557559,NA,5,NA,vegetative,14.83769221,NA,NA,106831.38392170
57,1,b'T4',NA,False,0.00000000,5.79200000,NA,7,1657.12557559,1657.12557559,NA,4,NA,vegetative,14.83769221,NA,NA,106831.38392170
57,1,MS,0.76411376,False,0.00000000,5.79200000,0.00005233,1,1657.12557559,1657.12557559,0.05837847,10,0.00000000,vegetative,14.83769221,0.16358213,0.35570526,106831.38392170
58,1,b'T1',NA,False,0.00000000,5.71100000,NA,4,1633.95099485,1633.95099485,NA,7,NA,vegetative,15.06462985,NA,NA,108465.33491655
58,1,b'T2',NA,False,0.00000000,5.71100000,NA,5,1633.95099485,1633.95099485,NA,6,NA,vegetative,15.06462985,NA,NA,108465.33491655
58,1,b'T3',NA,False,0.00000000,5.71100000,NA,6,1633.95099485,1633.95099485,NA,5,NA,vegetative,15.06462985,NA,NA,108465.33491655
58,1,b'T4',NA,False,0.00000000,5.71100000,NA,7,1633.95099485,1633.95099485,NA,4,NA,vegetative,15.06462985,NA,NA,108465.33491655
58,1,MS,0.70411032,False,0.00000000,5.71100000,0.00005236,1,1633.95099485,1633.95099485,0.05844096,10,0.00000000,vegetative,15.06462985,0.16339922,0.35242513,108465.33491655
59,1,b'T1',NA,False,0.00000000,5.68600000,NA,4,1626.79834648,1626.79834648,NA,7,NA,vegetative,15.29057406,NA,NA,110092.13326303
59,1,b'T2',NA,False,0.00000000,5.68600000,NA,5,1626.79834648,1626.79834648,NA,6,NA,vegetative,15.29057406,NA,NA,110092.13326303
59,1,b'T3',NA,False,0.00000000,5.68600000,NA,6,1626.79834648,1626.79834648,NA,5,NA,vegetative,15.29057406,NA,NA,110092.13326303
59,1,b'T4',NA,False,0.00000000,5.68600000,NA,7,1626.79834648,1626.79834648,NA,4,NA,vegetative,15.29057406,NA,NA,110092.13326303
59,1,MS,0.64248528,False,0.00000000,5.68600000,0.00003867,1,1626.79834648,1626.79834648,0.05850247,10,0.00000000,vegetative,15.29057406,0.16365033,0.33641274,110092.13326303
60,1,b'T1',NA,False,0.00000000,5.67500000,NA,4,1623.65118119,1623.65118119,NA,7,NA,vegetative,15.51608117,NA,NA,111715.78444422
60,1,b'T2',NA,False,0.00000000,5.67500000,NA,5,1623.65118119,1623.65118119,NA,6,NA,vegetative,15.51608117,NA,NA,111715.78444422
60,1,b'T3',NA,False,0.00000000,5.67500000,NA,6,1623.65118119,1623.65118119,NA,5,NA,vegetative,15.51608117,NA,NA,111715.78444422
60,1,b'T4',NA,False,0.00000000,5.67500000,NA,7,1623.65118119,1623.65118119,NA,4,NA,vegetative,15.51608117,NA,NA,111715.78444422
60,1,MS,0.58986455,False,0.00000000,5.67500000,0.00002925,1,1623.65118119,1623.65118119,0.05856497,10,0.00000000,vegetative,15.51608117,0.16385675,0.32310794,111715.78444422
61,1,b'T1',NA,False,0.00000000,5.62100000,NA,4,1608.20146070,1608.20146070,NA,7,NA,vegetative,15.73944249,NA,NA,113323.98590493
61,1,b'T2',NA,False,0.00000000,5.62100000,NA,5,1608.20146070,1608.20146070,NA,6,NA,vegetative,15.73944249,NA,NA,113323.98590493
61,1,b'T3',NA,False,0.00000000,5.62100000,NA,6,1608.20146070,1608.20146070,NA,5,NA,vegetative,15.73944249,NA,NA,113323.98590493
61,1,b'T4',NA,False,0.00000000,5.62100000,NA,7,1608.20146070,1608.20146070,NA,4,NA,vegetative,15.73944249,NA,NA,113323.98590493
61,1,MS,0.54724100,False,0.00000000,5.62100000,0.00002508,1,1608.20146070,1608.20146070,0.05862690,10,0.00000000,vegetative,15.73944249,0.16329788,0.31459752,113323.98590493
62,1,b'T1',NA,False,0.00000000,5.53500000,NA,4,1583.59635029,1583.59635029,NA,7,NA,vegetative,15.95938642,NA,NA,114907.58225522
62,1,b'T2',NA,False,0.00000000,5.53500000,NA,5,1583.59635029,1583.59635029,NA,6,NA,vegetative,15.95938642,NA,NA,114907.58225522
62,1,b'T3',NA,False,0.00000000,5.53500000,NA,6,1583.59635029,1583.59635029,NA,5,NA,vegetative,15.95938642,NA,NA,114907.58225522
62,1,b'T4',NA,False,0.00000000,5.53500000,NA,7,1583.59635029,1583.59635029,NA,4,NA,vegetative,15.95938642,NA,NA,114907.58225522
62,1,MS,0.51108064,False,0.00000000,5.53500000,0.00002475,1,1583.59635029,1583.59635029,0.05868786,10,0.00000000,vegetative,15.95938642,0.16218132,0.30821319,114907.58225522
63,1,b'T1',NA,False,0.00000000,5.43300000,NA,4,1554.41354492,1554.41354492,NA,7,NA,vegetative,16.17527719,NA,NA,116461.99580014
63,1,b'T2',NA,False,0.00000000,5.43300000,NA,5,1554.41354492,1554.41354492,NA,6,NA,vegetative,16.17527719,NA,NA,116461.99580014
63,1,b'T3',NA,False,0.00000000,5.43300000,NA,6,1554.41354492,1554.41354492,NA,5,NA,vegetative,16.17527719,NA,NA,116461.99580014
63,1,b'T4',NA,False,0.00000000,5.43300000,NA,7,1554.41354492,1554.41354492,NA,4,NA,vegetative,16.17527719,NA,NA,116461.99580014
63,1,MS,0.48018151,False,0.00000000,5.43300000,0.00002108,1,1554.41354492,1554.41354492,0.05874761,10,0.00000000,vegetative,16.17527719,0.16075452,0.30406231,116461.99580014
64,1,b'T1',NA,False,0.00000000,5.35100000,NA,4,1530.95285825,1530.95285825,NA,7,NA,vegetative,16.38790954,NA,NA,117992.94865839
64,1,b'T2',NA,False,0.00000000,5.35100000,NA,5,1530.95285825,1530.95285825,NA,6,NA,vegetative,16.38790954,NA,NA,117992.94865839
64,1,b'T3',NA,False,0.00000000,5.35100000,NA,6,1530.95285825,1530.95285825,NA,5,NA,vegetative,16.38790954,NA,NA,117992.94865839
64,1,b'T4',NA,False,0.00000000,5.35100000,NA,7,1530.95285825,1530.95285825,NA,4,NA,vegetative,16.38790954,NA,NA,117992.94865839
64,1,MS,0.45360339,False,0.00000000,5.35100000,0.00001758,1,1530.95285825,1530.95285825,0.05880635,10,0.00000000,vegetative,16.38790954,0.15950861,0.30193762,117992.94865839
65,1,b'T1',NA,False,0.00000000,5.29800000,NA,4,1515.78924369,1515.78924369,NA,7,NA,vegetative,16.59843582,NA,NA,119508.73790209
65,1,b'T2',NA,False,0.00000000,5.29800000,NA,5,1515.78924369,1515.78924369,NA,6,NA,vegetative,16.59843582,NA,NA,119508.73790209
65,1,b'T3',NA,False,0.00000000,5.29800000,NA,6,1515.78924369,1515.78924369,NA,5,NA,vegetative,16.59843582,NA,NA,119508.73790209
65,1,b'T4',NA,False,0.00000000,5.29800000,NA,7,1515.78924369,1515.78924369,NA,4,NA,vegetative,16.59843582,NA,NA,119508.73790209
65,1,MS,0.42754253,False,0.00000000,5.29800000,0.00001734,1,1515.78924369,1515.78924369,0.05886436,10,0.00000000,vegetative,16.59843582,0.15855459,0.29590127,119508.73790209
66,1,b'T1',NA,False,0.00000000,5.24600000,NA,4,1500.91173507,1500.91173507,NA,7,NA,vegetative,16.80689578,NA,NA,121009.64963716
