t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
1489,1,MS,306518.55415514,5.78000000,0.00234548,306518.55415514,1
1490,1,MS,306196.49357390,6.90200000,0.00257913,306196.49357390,1
1491,1,MS,305876.12940030,6.67800000,0.00253085,305876.12940030,1
1492,1,MS,305546.21397183,6.90200000,0.00257913,305546.21397183,1
1493,1,MS,305218.09190941,6.79000000,0.00255488,305218.09190941,1
1494,1,MS,304905.49743289,6.22900000,0.00243655,304905.49743289,1
1495,1,MS,304608.74525570,5.66800000,0.00232325,304608.74525570,1
1496,1,MS,304319.28123542,5.44300000,0.00227918,304319.28123542,1
1497,1,MS,304009.13616689,6.34100000,0.00245977,304009.13616689,1
1498,1,MS,303686.65714422,6.90200000,0.00257913,303686.65714422,1
1499,1,MS,303404.36287539,5.42727273,0.00227613,303404.36287539,1
1500,1,MS,303121.80665600,5.53636364,0.00229737,303121.80665600,1
1501,1,MS,302838.97079500,5.65454546,0.00232059,302838.97079500,1
1502,1,MS,302555.18280890,5.80606061,0.00235068,302555.18280890,1
1503,1,MS,302270.17517340,5.97272727,0.00238418,302270.17517340,1
1504,1,MS,301983.64901599,6.15454546,0.00242123,301983.64901599,1
1505,1,MS,301695.93108448,6.32424242,0.00245628,301695.93108448,1
1506,1,MS,301406.30137673,6.52727273,0.00249883,301406.30137673,1
1507,1,MS,301114.88493887,6.72727273,0.00254140,301114.88493887,1
1508,1,MS,300822.17814529,6.90303030,0.00257935,300822.17814529,1
1509,1,MS,300527.68834209,7.06060606,0.00261382,300527.68834209,1
1510,1,MS,300229.22120395,7.20000000,0.00264466,300229.22120395,1
1511,1,MS,299925.23016866,7.30000000,0.00266699,299925.23016866,1
1512,1,MS,299614.08441107,7.37272727,0.00268334,299614.08441107,1
1513,1,MS,299292.95962184,7.48181818,0.00270803,299292.95962184,1
1514,1,MS,298961.96202371,7.54545455,0.00272253,298961.96202371,1
1515,1,MS,298619.32518589,7.62727273,0.00274128,298619.32518589,1
1516,1,MS,298268.16369005,7.68787879,0.00275524,298268.16369005,1
1517,1,MS,297913.03849395,7.75454545,0.00277067,297913.03849395,1
1518,1,MS,297556.85064177,7.81515152,0.00278477,297556.85064177,1
1519,1,MS,297201.07920267,7.87272727,0.00279823,297201.07920267,1
1520,1,MS,296846.29401380,7.94242424,0.00281459,296846.29401380,1
1521,1,MS,296492.65649682,8.02727273,0.00283464,296492.65649682,1
1522,1,MS,296140.12104878,8.12424242,0.00285770,296140.12104878,1
1523,1,MS,295789.33191260,8.20303030,0.00287657,295789.33191260,1
1524,1,MS,295440.58469051,8.27272727,0.00289335,295440.58469051,1
1525,1,MS,295093.52289359,8.35757576,0.00291391,295093.52289359,1
1526,1,MS,294747.97206775,8.45151515,0.00293682,294747.97206775,1
1527,1,MS,294403.80238808,8.55454545,0.00296214,294403.80238808,1
1528,1,MS,294061.53474087,8.64545454,0.00298464,294061.53474087,1
1529,1,MS,293721.26953210,8.73030303,0.00300578,293721.26953210,1
1530,1,MS,293383.17178430,8.80909091,0.00302554,293383.17178430,1
1531,1,MS,293046.94797385,8.89696970,0.00304771,293046.94797385,1
1532,1,MS,292712.37981759,8.98787879,0.00307081,292712.37981759,1
1533,1,MS,292378.89415145,9.08181818,0.00309484,292378.89415145,1
1534,1,MS,292045.00065171,9.16969697,0.00311748,292045.00065171,1
1535,1,MS,291708.81535386,9.24545454,0.00313712,291708.81535386,1
1536,1,MS,291369.77820538,9.30000000,0.00315133,291369.77820538,1
1537,1,MS,291027.89760926,9.33333333,0.00316004,291027.89760926,1
1538,1,MS,290682.85789033,9.35454546,0.00316559,290682.85789033,1
1539,1,MS,290336.03945570,9.35454546,0.00316559,290336.03945570,1
1540,1,MS,289989.84736409,9.34545455,0.00316321,289989.84736409,1
1541,1,MS,289645.18116727,9.35151515,0.00316480,289645.18116727,1
1542,1,MS,289303.44827995,9.35454546,0.00316559,289303.44827995,1
1543,1,MS,288965.32023839,9.36060606,0.00316718,288965.32023839,1
1544,1,MS,288630.58205501,9.38787879,0.00317434,288630.58205501,1
1545,1,MS,288299.34419468,9.41818182,0.00318231,288299.34419468,1
1546,1,MS,287970.81728487,9.48484849,0.00319991,287970.81728487,1
1547,1,MS,287645.26448407,9.54848485,0.00321680,287645.26448407,1
1548,1,MS,287322.72108133,9.61212121,0.00323376,287322.72108133,1
1549,1,MS,287003.39984104,9.66969697,0.00324918,287003.39984104,1
1550,1,MS,286687.15458894,9.73939394,0.00326793,286687.15458894,1
1551,1,MS,286374.24022186,9.80303030,0.00328515,286374.24022186,1
1552,1,MS,286064.72526596,9.86666667,0.00330244,286064.72526596,1
1553,1,MS,285758.47741807,9.93636364,0.00332147,285758.47741807,1
1554,1,MS,285455.40929148,10.00909091,0.00334144,285455.40929148,1
1555,1,MS,285155.71628964,10.07575758,0.00335984,285155.71628964,1
1556,1,MS,284859.17443761,10.15151515,0.00338086,284859.17443761,1
1557,1,MS,284565.67828898,10.20000000,0.00339438,284565.67828898,1
1558,1,MS,284273.86133203,10.21515152,0.00339862,284273.86133203,1
1559,1,MS,283981.87623781,10.19090909,0.00339184,283981.87623781,1
1560,1,MS,283684.93874414,10.11515152,0.00337076,283684.93874414,1
1561,1,MS,283377.94885235,10.05151515,0.00335314,283377.94885235,1
1562,1,MS,283060.34399287,9.95454545,0.00332645,283060.34399287,1
1563,1,MS,282734.42181500,9.82121212,0.00329008,282734.42181500,1
1564,1,MS,282400.63940959,9.67575758,0.00325081,282400.63940959,1
1565,1,MS,282063.29546542,9.53333333,0.00321277,282063.29546542,1
1566,1,MS,281727.66814725,9.39696970,0.00317673,281727.66814725,1
1567,1,MS,281396.44857472,9.26363636,0.00314185,281396.44857472,1
1568,1,MS,281070.65937636,9.13636364,0.00310888,281070.65937636,1
1569,1,MS,280750.85040500,9.00909091,0.00307622,280750.85040500,1
1570,1,MS,280437.47366846,8.87878788,0.00304311,280437.47366846,1
1571,1,MS,280130.26151503,8.76363636,0.00301413,280130.26151503,1
1572,1,MS,279829.10266179,8.65454545,0.00298690,279829.10266179,1
1573,1,MS,279533.66099388,8.55454545,0.00296214,279533.66099388,1
1574,1,MS,279243.58438793,8.46969697,0.00294127,279243.58438793,1
1575,1,MS,278958.11544686,8.42121212,0.00292941,278958.11544686,1
1576,1,MS,278676.76124603,8.39393939,0.00292276,278676.76124603,1
1577,1,MS,278399.12552303,8.38787879,0.00292128,278399.12552303,1
1578,1,MS,278125.36652608,8.37575758,0.00291833,278125.36652608,1
1579,1,MS,277855.78955670,8.34545455,0.00291096,277855.78955670,1
1580,1,MS,277590.17811743,8.30303030,0.00290068,277590.17811743,1
1581,1,MS,277327.61942486,8.27272727,0.00289335,277327.61942486,1
1582,1,MS,277067.46308456,8.23333333,0.00288386,277067.46308456,1
1583,1,MS,276808.67859824,8.18181818,0.00287148,276808.67859824,1
1584,1,MS,276550.06085923,8.14545454,0.00286277,276550.06085923,1
1585,1,MS,276291.76355272,8.11212121,0.00285481,276291.76355272,1
1586,1,MS,276034.35377282,8.05454545,0.00284111,276034.35377282,1
1587,1,MS,275778.87238340,7.97272727,0.00282174,275778.87238340,1
1588,1,MS,275526.01090393,7.88484849,0.00280107,275526.01090393,1
1589,1,MS,275276.88141274,7.76363636,0.00277278,275276.88141274,1
1590,1,MS,275031.63415832,7.65757576,0.00274825,275031.63415832,1
1591,1,MS,274790.88724441,7.53636364,0.00272046,274790.88724441,1
1592,1,MS,274555.09550299,7.39696970,0.00268881,274555.09550299,1
1593,1,MS,274323.44560102,7.30606061,0.00266835,274323.44560102,1
1594,1,MS,274096.95332033,7.16666667,0.00263726,274096.95332033,1
1595,1,MS,273875.21966722,7.04848485,0.00261115,273875.21966722,1
1596,1,MS,273657.54284105,6.96969697,0.00259388,273657.54284105,1
1597,1,MS,273443.59861700,6.91515151,0.00258199,273443.59861700,1
1598,1,MS,273232.96764922,6.89090909,0.00257672,273232.96764922,1
1599,1,MS,273025.68424301,6.87575758,0.00257343,273025.68424301,1
1600,1,MS,272821.48396246,6.87575758,0.00257343,272821.48396246,1
1601,1,MS,272620.84307472,6.84545454,0.00256686,272620.84307472,1
1602,1,MS,272423.39257115,6.84545454,0.00256686,272423.39257115,1
1603,1,MS,272229.33652328,6.82424242,0.00256227,272229.33652328,1
1604,1,MS,272038.66760936,6.73939394,0.00254400,272038.66760936,1
1605,1,MS,271848.59318562,6.71515151,0.00253880,271848.59318562,1
1606,1,MS,271656.12712133,6.67272727,0.00252972,271656.12712133,1
1607,1,MS,271458.95219038,6.59393939,0.00251295,271458.95219038,1
1608,1,MS,271256.24965276,6.49393939,0.00249180,271256.24965276,1
1609,1,MS,271046.97814932,6.36363636,0.00246449,271046.97814932,1
1610,1,MS,270831.71114963,6.20303030,0.00243120,270831.71114963,1
1611,1,MS,270612.00026285,6.05151515,0.00240017,270612.00026285,1
1612,1,MS,270388.28039757,5.90606061,0.00237073,270388.28039757,1
1613,1,MS,270161.62051328,5.74848485,0.00233920,270161.62051328,1
1614,1,MS,269932.94384394,5.59393939,0.00230866,269932.94384394,1
1615,1,MS,269704.60042631,5.43939394,0.00227848,269704.60042631,1
1616,1,MS,269478.15138331,5.25757576,0.00224343,269478.15138331,1
1617,1,MS,269254.79009010,5.06969697,0.00220774,269254.79009010,1
1618,1,MS,269035.33209355,4.86363636,0.00216919,269035.33209355,1
1619,1,MS,268820.13601103,4.65757576,0.00213125,268820.13601103,1
1620,1,MS,268609.08928586,4.47878788,0.00209883,268609.08928586,1
1621,1,MS,268401.74407042,4.33636364,0.00207333,268401.74407042,1
1622,1,MS,268197.16473519,4.25151515,0.00205827,268197.16473519,1
1623,1,MS,267994.83437117,4.20909091,0.00205078,267994.83437117,1
1624,1,MS,267794.08542084,4.21515151,0.00205185,267794.08542084,1
1625,1,MS,267593.81562004,4.29393939,0.00206579,267593.81562004,1
1626,1,MS,267394.10464332,4.37878788,0.00208090,267394.10464332,1
1627,1,MS,267194.48718465,4.50000000,0.00210266,267194.48718465,1
1628,1,MS,266994.88650042,4.60303030,0.00212132,266994.88650042,1
1629,1,MS,266794.16095735,4.67272727,0.00213402,266794.16095735,1
1630,1,MS,266590.80164201,4.67575758,0.00213458,266590.80164201,1
1631,1,MS,266383.37491789,4.60909091,0.00212242,266383.37491789,1
1632,1,MS,266170.24389446,4.50909091,0.00210430,266170.24389446,1
1633,1,MS,265948.90110830,4.39090909,0.00208306,265948.90110830,1
1634,1,MS,265716.99043810,4.31818182,0.00207010,265716.99043810,1
1635,1,MS,265474.78866431,4.23030303,0.00205452,265474.78866431,1
1636,1,MS,265222.91839294,4.16969697,0.00204385,265222.91839294,1
1637,1,MS,264963.21772057,4.13333333,0.00203747,264963.21772057,1
1638,1,MS,264700.19412715,4.02121212,0.00201790,264700.19412715,1
1639,1,MS,264435.92820222,3.91818182,0.00200008,264435.92820222,1
1640,1,MS,264171.97696660,3.81818182,0.00198292,264171.97696660,1
1641,1,MS,263908.91395879,3.74242424,0.00197001,263908.91395879,1
1642,1,MS,263646.73774785,3.70000000,0.00196281,263646.73774785,1
1643,1,MS,263385.50484210,3.67878788,0.00195922,263385.50484210,1
1644,1,MS,263125.70826863,3.66363636,0.00195666,263125.70826863,1
1645,1,MS,262867.35488209,3.66666667,0.00195717,262867.35488209,1
1646,1,MS,262610.06146262,3.70000000,0.00196281,262610.06146262,1
1647,1,MS,262353.66451479,3.75151515,0.00197155,262353.66451479,1
1648,1,MS,262097.93487720,3.82121212,0.00198344,262097.93487720,1
1649,1,MS,261842.10031803,3.93333333,0.00200269,261842.10031803,1
1650,1,MS,261585.73545231,4.07272727,0.00202687,261585.73545231,1
1651,1,MS,261328.72676280,4.22424242,0.00205345,261328.72676280,1
1652,1,MS,261070.66678872,4.40000000,0.00208469,261070.66678872,1
1653,1,MS,260811.91061178,4.55454546,0.00211252,260811.91061178,1
1654,1,MS,260552.86147810,4.65757576,0.00213125,260552.86147810,1
1655,1,MS,260293.58088895,4.69696970,0.00213846,260293.58088895,1
1656,1,MS,260033.92943507,4.68181818,0.00213569,260033.92943507,1
1657,1,MS,259773.12824674,4.64545454,0.00212904,259773.12824674,1
1658,1,MS,259510.72174513,4.57575758,0.00211636,259510.72174513,1
1659,1,MS,259247.04229146,4.48181818,0.00209938,259247.04229146,1
1660,1,MS,258983.06517463,4.37878788,0.00208090,258983.06517463,1
1661,1,MS,258719.73830724,4.27878788,0.00206310,258719.73830724,1
1662,1,MS,258458.81517879,4.14242424,0.00203906,258458.81517879,1
1663,1,MS,258200.77798842,4.02121212,0.00201790,258200.77798842,1
1664,1,MS,257945.45001268,3.93333333,0.00200269,257945.45001268,1
1665,1,MS,257692.97635437,3.85454545,0.00198914,257692.97635437,1
1666,1,MS,257443.73448421,3.76969697,0.00197465,257443.73448421,1
1667,1,MS,257198.28715219,3.66666667,0.00195717,257198.28715219,1
1668,1,MS,256957.30675803,3.53636364,0.00193528,256957.30675803,1
1669,1,MS,256719.52908656,3.47272727,0.00192467,256719.52908656,1
1670,1,MS,256484.37480763,3.44242424,0.00191963,256484.37480763,1
1671,1,MS,256250.22954249,3.49696970,0.00192870,256250.22954249,1
1672,1,MS,256016.40257111,3.59090909,0.00194442,256016.40257111,1
1673,1,MS,255781.67395052,3.75151515,0.00197155,255781.67395052,1
1674,1,MS,255545.63510251,3.93939394,0.00200374,255545.63510251,1
1675,1,MS,255308.82821041,4.10606061,0.00203269,255308.82821041,1
1676,1,MS,255070.65389646,4.27575758,0.00206257,255070.65389646,1
1677,1,MS,254829.38831067,4.43030303,0.00209012,254829.38831067,1
1678,1,MS,254582.19436872,4.51515152,0.00210539,254582.19436872,1
1679,1,MS,254325.72890299,4.55454546,0.00211252,254325.72890299,1
1680,1,MS,254057.48553772,4.53636364,0.00210922,254057.48553772,1
1681,1,MS,253774.61458492,4.47878788,0.00209883,253774.61458492,1
1682,1,MS,253475.91297141,4.40000000,0.00208469,253475.91297141,1
1683,1,MS,253163.68573037,4.27878788,0.00206310,253163.68573037,1
1684,1,MS,252839.86441152,4.15757576,0.00204172,252839.86441152,1
1685,1,MS,252508.74785582,4.02121212,0.00201790,252508.74785582,1
1686,1,MS,252173.64849794,3.91515151,0.00199956,252173.64849794,1
1687,1,MS,251838.18070724,3.80303030,0.00198033,251838.18070724,1
1688,1,MS,251503.97973628,3.71212121,0.00196486,251503.97973628,1
1689,1,MS,251171.96099559,3.63636364,0.00195206,251171.96099559,1
1690,1,MS,250842.94756880,3.56060606,0.00193933,250842.94756880,1
1691,1,MS,250517.73365934,3.47575758,0.00192517,250517.73365934,1
1692,1,MS,250196.76815272,3.38484849,0.00191010,250196.76815272,1
1693,1,MS,249880.02226768,3.30000000,0.00189613,249880.02226768,1
1694,1,MS,249566.81735210,3.24545454,0.00188720,249566.81735210,1
1695,1,MS,249254.89501509,3.27878788,0.00189265,249254.89501509,1
1696,1,MS,248942.77517165,3.37272727,0.00190810,248942.77517165,1
1697,1,MS,248629.46806266,3.50909091,0.00193072,248629.46806266,1
1698,1,MS,248314.15127930,3.68181818,0.00195973,248314.15127930,1
1699,1,MS,247995.58017372,3.90606061,0.00199799,247995.58017372,1
1700,1,MS,247674.25509161,4.10909091,0.00203322,247674.25509161,1
1701,1,MS,247349.82969390,4.30606061,0.00206794,247349.82969390,1
1702,1,MS,247024.38323025,4.40000000,0.00208469,247024.38323025,1
1703,1,MS,246696.75766779,4.48484848,0.00209993,246696.75766779,1
1704,1,MS,246367.01571029,4.48787879,0.00210047,246367.01571029,1
1705,1,MS,246032.83214684,4.46363636,0.00209611,246032.83214684,1
1706,1,MS,245692.29602851,4.39090909,0.00208306,245692.29602851,1
1707,1,MS,245345.05503369,4.27272727,0.00206203,245345.05503369,1
1708,1,MS,244992.55817244,4.14848485,0.00204012,244992.55817244,1
1709,1,MS,244637.45978413,4.01212121,0.00201633,244637.45978413,1
1710,1,MS,244282.11431104,3.87878788,0.00199330,244282.11431104,1
1711,1,MS,243927.44323057,3.79696970,0.00197930,243927.44323057,1
1712,1,MS,243573.75048833,3.75757576,0.00197258,243573.75048833,1
1713,1,MS,243221.36471265,3.74242424,0.00197001,243221.36471265,1
1714,1,MS,242870.17614189,3.75454546,0.00197207,242870.17614189,1
1715,1,MS,242520.74752961,3.76363636,0.00197362,242520.74752961,1
1716,1,MS,242173.28462058,3.77575758,0.00197568,242173.28462058,1
1717,1,MS,241827.07889272,3.81818182,0.00198292,241827.07889272,1
1718,1,MS,241480.95140989,3.90606061,0.00199799,241480.95140989,1
1719,1,MS,241133.44004400,4.04848485,0.00202265,241133.44004400,1
1720,1,MS,240783.60646952,4.22727273,0.00205399,240783.60646952,1
1721,1,MS,240429.42099094,4.47878788,0.00209883,240429.42099094,1
1722,1,MS,240071.40323208,4.71818182,0.00214235,240071.40323208,1
1723,1,MS,239709.78463449,4.95454545,0.00218612,239709.78463449,1
1724,1,MS,239344.90914423,5.17575758,0.00222782,239344.90914423,1
1725,1,MS,238976.28484513,5.36969697,0.00226498,238976.28484513,1
1726,1,MS,238598.94738157,5.54848485,0.00229974,238598.94738157,1
1727,1,MS,238208.07970928,5.70000000,0.00232958,238208.07970928,1
1728,1,MS,237800.51107749,5.81212121,0.00235189,237800.51107749,1
1729,1,MS,237375.35714318,5.87878788,0.00236524,237375.35714318,1
1730,1,MS,236938.24037578,5.90000000,0.00236951,236938.24037578,1
1731,1,MS,236496.37427813,5.85757576,0.00236099,236496.37427813,1
1732,1,MS,236055.54760659,5.76666667,0.00234282,236055.54760659,1
1733,1,MS,235617.22925531,5.69696970,0.00232898,235617.22925531,1
1734,1,MS,235182.34050274,5.63939394,0.00231760,235182.34050274,1
1735,1,MS,234750.94832956,5.60909091,0.00231164,234750.94832956,1
1736,1,MS,234323.14356597,5.59696970,0.00230925,234323.14356597,1
1737,1,MS,233900.52137855,5.55454546,0.00230093,233900.52137855,1
1738,1,MS,233483.84311458,5.49696970,0.00228968,233483.84311458,1
1739,1,MS,233073.52536603,5.43030303,0.00227671,233073.52536603,1
1740,1,MS,232669.30919007,5.36969697,0.00226498,232669.30919007,1
1741,1,MS,232268.96758451,5.37272727,0.00226557,232268.96758451,1
1742,1,MS,231870.69625747,5.43030303,0.00227671,231870.69625747,1
1743,1,MS,231473.25040682,5.52727273,0.00229559,231473.25040682,1
1744,1,MS,231075.07186731,5.67575758,0.00232478,231075.07186731,1
1745,1,MS,230675.40930887,5.85151515,0.00235977,230675.40930887,1
1746,1,MS,230274.21021340,6.03333333,0.00239647,230274.21021340,1
1747,1,MS,229871.07183113,6.23030303,0.00243682,229871.07183113,1
1748,1,MS,229464.53440983,6.44242424,0.00248097,229464.53440983,1
1749,1,MS,229050.86574815,6.63939394,0.00252261,229050.86574815,1
1750,1,MS,228625.99881374,6.80000000,0.00255704,228625.99881374,1
1751,1,MS,228187.06634715,6.90303030,0.00257935,228187.06634715,1
1752,1,MS,227734.55140733,6.90909091,0.00258067,227734.55140733,1
1753,1,MS,227267.33837053,6.90606061,0.00258001,227267.33837053,1
1754,1,MS,226787.59161343,6.83636364,0.00256489,226787.59161343,1
1755,1,MS,226296.22942477,6.76363636,0.00254921,226296.22942477,1
1756,1,MS,225795.49354744,6.68484848,0.00253231,225795.49354744,1
1757,1,MS,225286.64851348,6.66666667,0.00252843,225286.64851348,1
1758,1,MS,224773.94724482,6.66969697,0.00252908,224773.94724482,1
1759,1,MS,224260.69776893,6.68787879,0.00253296,224260.69776893,1
1760,1,MS,223748.98470626,6.70909091,0.00253750,223748.98470626,1
1761,1,MS,223239.66067265,6.73939394,0.00254400,223239.66067265,1
1762,1,MS,222732.71331281,6.79090909,0.00255508,222732.71331281,1
1763,1,MS,222228.30715650,6.85151515,0.00256817,222228.30715650,1
1764,1,MS,221725.27318208,6.94545454,0.00258859,221725.27318208,1
1765,1,MS,221223.07855208,7.05757576,0.00261315,221223.07855208,1
1766,1,MS,220721.31879056,7.18787879,0.00264197,220721.31879056,1
1767,1,MS,220218.94511658,7.34848485,0.00267788,220218.94511658,1
1768,1,MS,219715.25345921,7.53333333,0.00271976,219715.25345921,1
1769,1,MS,219210.63629064,7.71515151,0.00276154,219210.63629064,1
1770,1,MS,218703.67626498,7.93636364,0.00281317,218703.67626498,1
1771,1,MS,218193.53600323,8.18484848,0.00287221,218193.53600323,1
1772,1,MS,217680.13328969,8.43939394,0.00293385,217680.13328969,1
1773,1,MS,217162.72860444,8.70303030,0.00299897,217162.72860444,1
1774,1,MS,216641.97488406,8.90606061,0.00305002,216641.97488406,1
1775,1,MS,216117.08173869,9.06666667,0.00309096,216117.08173869,1
1776,1,MS,215588.82189860,9.18181818,0.00312062,215588.82189860,1
1777,1,MS,215058.62592979,9.25757576,0.00314027,215058.62592979,1
1778,1,MS,214527.61618968,9.28787879,0.00314816,214527.61618968,1
1779,1,MS,213995.63658202,9.32727273,0.00315845,213995.63658202,1
1780,1,MS,213464.91649190,9.34242424,0.00316242,213464.91649190,1
1781,1,MS,212937.90249972,9.33333333,0.00316004,212937.90249972,1
1782,1,MS,212415.77883184,9.33333333,0.00316004,212415.77883184,1
1783,1,MS,211899.42310706,9.34242424,0.00316242,211899.42310706,1
1784,1,MS,211388.94550662,9.37272727,0.00317036,211388.94550662,1
1785,1,MS,210883.77484550,9.43333333,0.00318630,210883.77484550,1
1786,1,MS,210384.13144850,9.49696970,0.00320312,210384.13144850,1
1787,1,MS,209890.12937475,9.56060606,0.00322002,209890.12937475,1
1788,1,MS,209401.18023253,9.64848485,0.00324349,209401.18023253,1
1789,1,MS,208916.60186766,9.76666667,0.00327530,208916.60186766,1
1790,1,MS,208437.38961851,9.86969697,0.00330326,208437.38961851,1
1791,1,MS,207962.70903874,10.00303030,0.00333977,207962.70903874,1
1792,1,MS,207491.57409821,10.16969697,0.00338593,207491.57409821,1
1793,1,MS,207023.96153325,10.34242424,0.00343437,207023.96153325,1
1794,1,MS,206560.64229366,10.50606061,0.00348085,206560.64229366,1
1795,1,MS,206102.31899056,10.66060606,0.00352527,206102.31899056,1
1796,1,MS,205649.02133435,10.80909091,0.00356843,205649.02133435,1
1797,1,MS,205199.22078587,10.95454545,0.00361118,205199.22078587,1
1798,1,MS,204749.67928413,11.09393939,0.00365258,204749.67928413,1
1799,1,MS,204291.80364393,11.20303030,0.00368528,204291.80364393,1
1800,1,MS,203818.02242579,11.28787879,0.00371090,203818.02242579,1
1801,1,MS,203331.91833037,11.34848485,0.00372930,203331.91833037,1
1802,1,MS,202837.03659790,11.39696970,0.00374408,202837.03659790,1
1803,1,MS,202336.71308211,11.42727273,0.00375334,202336.71308211,1
1804,1,MS,201833.73527792,11.42424242,0.00375241,201833.73527792,1
1805,1,MS,201330.66715163,11.40303030,0.00374593,201330.66715163,1
1806,1,MS,200831.53495119,11.36363636,0.00373391,200831.53495119,1
1807,1,MS,200339.13574471,11.33333333,0.00372469,200339.13574471,1
1808,1,MS,199857.29993161,11.26060606,0.00370265,199857.29993161,1
1809,1,MS,199388.14030890,11.16363636,0.00367344,199388.14030890,1
1810,1,MS,198933.63298191,11.03333333,0.00363453,198933.63298191,1
1811,1,MS,198493.97998952,10.91212121,0.00359866,198493.97998952,1
1812,1,MS,198069.80648380,10.77272727,0.00355782,198069.80648380,1
1813,1,MS,197659.85647770,10.66363636,0.00352614,197659.85647770,1
1814,1,MS,197262.53493437,10.59393939,0.00350604,197262.53493437,1
1815,1,MS,196876.93248725,10.54545455,0.00349212,196876.93248725,1
1816,1,MS,196502.18949840,10.51212121,0.00348258,196502.18949840,1
1817,1,MS,196139.18580213,10.44242424,0.00346271,196139.18580213,1
1818,1,MS,195789.05796236,10.32727273,0.00343010,195789.05796236,1
1819,1,MS,195449.94443571,10.26666667,0.00341305,195449.94443571,1
1820,1,MS,195121.01148480,10.20606061,0.00339607,195121.01148480,1
1821,1,MS,194800.07675018,10.13636364,0.00337665,194800.07675018,1
1822,1,MS,194484.02571602,10.05454545,0.00335398,194484.02571602,1
1823,1,MS,194170.37985618,9.93636364,0.00332147,194170.37985618,1
1824,1,MS,193858.33828639,9.77878788,0.00327858,193858.33828639,1
1825,1,MS,193548.62821294,9.56363636,0.00322083,193548.62821294,1
1826,1,MS,193237.14674249,9.35151515,0.00316480,193237.14674249,1
1827,1,MS,192918.86534020,9.14242424,0.00311044,192918.86534020,1
1828,1,MS,192593.45432378,8.93636364,0.00305770,192593.45432378,1
1829,1,MS,192262.68976772,8.72727273,0.00300503,192262.68976772,1
1830,1,MS,191929.55468726,8.51515151,0.00295243,191929.55468726,1
1831,1,MS,191597.54040005,8.30606061,0.00290141,191597.54040005,1
1832,1,MS,191269.24477203,8.10606061,0.00285336,191269.24477203,1
1833,1,MS,190946.31570210,7.91212121,0.00280747,190946.31570210,1
1834,1,MS,190629.97731166,7.72727273,0.00276435,190629.97731166,1
1835,1,MS,190320.84662626,7.54242424,0.00272184,190320.84662626,1
1836,1,MS,190019.17625375,7.37575758,0.00268402,190019.17625375,1
1837,1,MS,189724.67629744,7.23636364,0.00265276,189724.67629744,1
1838,1,MS,189437.16236011,7.11212121,0.00262518,189437.16236011,1
1839,1,MS,189156.31221452,7.01212121,0.00260317,189156.31221452,1
1840,1,MS,188881.96909679,6.92424242,0.00258397,188881.96909679,1
1841,1,MS,188612.92237452,6.89393939,0.00257738,188612.92237452,1
1842,1,MS,188347.65063094,6.93636364,0.00258661,188347.65063094,1
1843,1,MS,188086.97118800,6.95151515,0.00258991,188086.97118800,1
1844,1,MS,187831.97157963,6.90000000,0.00257869,187831.97157963,1
1845,1,MS,187581.24112474,6.87575758,0.00257343,187581.24112474,1
1846,1,MS,187333.35325907,6.82424242,0.00256227,187333.35325907,1
1847,1,MS,187085.94550323,6.72727273,0.00254140,187085.94550323,1
1848,1,MS,186835.16177137,6.61515151,0.00251745,186835.16177137,1
1849,1,MS,186576.08785677,6.49696970,0.00249244,186576.08785677,1
1850,1,MS,186304.87002851,6.41515151,0.00247525,186304.87002851,1
1851,1,MS,186021.59773602,6.36969697,0.00246575,186021.59773602,1
1852,1,MS,185729.68366428,6.25757576,0.00244246,185729.68366428,1
1853,1,MS,185430.07065594,6.11515151,0.00241316,185430.07065594,1
1854,1,MS,185125.67270670,5.96666667,0.00238296,185125.67270670,1
1855,1,MS,184818.35009116,5.83030303,0.00235552,184818.35009116,1
1856,1,MS,184510.49779031,5.70909091,0.00233138,184510.49779031,1
1857,1,MS,184203.23813394,5.61212121,0.00231223,184203.23813394,1
1858,1,MS,183897.67005917,5.53333333,0.00229678,183897.67005917,1
1859,1,MS,183595.15904821,5.44242424,0.00227907,183595.15904821,1
1860,1,MS,183296.49326968,5.35151515,0.00226148,183296.49326968,1
1861,1,MS,183002.07737000,5.27272727,0.00224633,183002.07737000,1
1862,1,MS,182711.05511343,5.23939394,0.00223996,182711.05511343,1
1863,1,MS,182422.98325950,5.23939394,0.00223996,182422.98325950,1
1864,1,MS,182138.10603946,5.23939394,0.00223996,182138.10603946,1
1865,1,MS,181856.42144836,5.24848485,0.00224169,181856.42144836,1
1866,1,MS,181579.28077922,5.20606061,0.00223359,181579.28077922,1
1867,1,MS,181306.12747743,5.19393939,0.00223128,181306.12747743,1
1868,1,MS,181037.71765377,5.14242424,0.00222149,181037.71765377,1
1869,1,MS,180772.63358135,5.09090909,0.00221174,180772.63358135,1
1870,1,MS,180507.45004439,5.04848485,0.00220374,180507.45004439,1
1871,1,MS,180239.17622877,5.00000000,0.00219463,180239.17622877,1
1872,1,MS,179965.95532868,4.92121212,0.00217990,179965.95532868,1
1873,1,MS,179686.87726563,4.81212121,0.00215965,179686.87726563,1
1874,1,MS,179402.22927662,4.66666667,0.00213291,179402.22927662,1
1875,1,MS,179112.76280376,4.48484848,0.00209993,179112.76280376,1
