t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
38,1,MS,roots,0.01680713,7.33249811,0.04615954,0.04942024,0.00613261,1.12874054,0.31917352,0.00018197,NA,0.07845523,0.05266509,NA,NA,NA,0.04902279,0.58040605,1.08990337,NA,0.82284385,NA,NA,15.69654038,1.08173952,36.66249053,0.13265765,NA,2.69840386,9.66022361,0.00004706,0.03635538,26.00116696,NA,0.00000000,0.00010559,0.00000000,NA,NA,61.99148713,1.68541850,0.18014311
39,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75260627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.66378125,NA,NA
39,1,MS,roots,0.01579253,6.99688086,0.03227180,0.03439253,0.00426972,1.10060703,0.31352967,0.00018220,NA,0.07625355,0.05038665,NA,NA,NA,0.04750568,0.54536880,1.05803067,NA,0.78716682,NA,NA,15.73039055,1.03646594,34.98440432,0.12691850,NA,2.71646150,9.68446574,0.00004422,0.03639960,26.05475612,NA,0.00000000,0.00007333,0.00000000,NA,NA,60.62187762,1.58367518,0.17414588
40,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69717165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.29035528,NA,NA
40,1,MS,roots,0.01516183,6.90219013,0.03824624,0.04065446,0.00505034,1.08795751,0.31737336,0.00018241,NA,0.07511698,0.04890054,NA,NA,NA,0.04659636,0.52358854,1.04104642,NA,0.76300509,NA,NA,15.75718988,1.02657127,34.51095067,0.12317516,NA,2.72809900,9.70707582,0.00004245,0.03644205,26.09889504,NA,0.00000000,0.00008654,0.00000000,NA,NA,59.33030502,1.52042834,0.17061388
41,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64825931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.97081244,NA,NA
41,1,MS,roots,0.01490070,6.59518772,0.03692552,0.03914663,0.00486606,1.09047059,0.31140558,0.00018262,NA,0.07501654,0.04809229,NA,NA,NA,0.04618831,0.51457085,1.03846541,NA,0.74879188,NA,NA,15.78391379,0.98634069,32.97593858,0.12113927,NA,2.73992221,9.72938424,0.00004172,0.03648378,26.14258208,NA,0.00000000,0.00008319,0.00000000,NA,NA,58.02818729,1.49424222,0.16929713
42,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60207653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.71766684,NA,NA
42,1,MS,roots,0.01450260,6.29702598,0.02370631,0.02496853,0.00310456,1.08703191,0.30675062,0.00018282,NA,0.07453226,0.04702336,NA,NA,NA,0.04558283,0.50082318,1.03061441,NA,0.73024891,NA,NA,15.82223878,0.94732758,31.48512991,0.11844674,NA,2.76374460,9.75281574,0.00004061,0.03652438,26.19807016,NA,0.00000000,0.00005295,0.00000000,NA,NA,56.73459265,1.45432091,0.16713845
43,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56025268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.53441492,NA,NA
43,1,MS,roots,0.01404093,6.03569390,0.02675941,0.02803795,0.00348755,1.08110733,0.30289272,0.00018302,NA,0.07386072,0.04586674,NA,NA,NA,0.04492044,0.48488008,1.02023033,NA,0.70961393,NA,NA,15.85598355,0.91414057,30.17846948,0.11553335,NA,2.78344844,9.77514808,0.00003931,0.03656370,26.24794661,NA,0.00000000,0.00005934,0.00000000,NA,NA,55.46532454,1.40802436,0.16464790
44,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52158089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.42713404,NA,NA
44,1,MS,roots,0.01331818,5.79563116,0.02605817,0.02716280,0.00337999,1.06319571,0.29934647,0.00018320,NA,0.07237964,0.04426530,NA,NA,NA,0.04386177,0.45992121,0.99875371,NA,0.68169349,NA,NA,15.88874612,0.88409818,28.97815581,0.11149949,NA,2.80289282,9.79658075,0.00003729,0.03660099,26.29539270,NA,0.00000000,0.00005739,0.00000000,NA,NA,54.26665968,1.33554727,0.16050671
45,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.70732064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.93687789,NA,NA
45,1,MS,roots,0.01234207,6.55138078,0.13288307,0.14258320,0.01780139,1.03721276,0.33411545,0.00018337,NA,0.07008981,0.04247787,NA,NA,NA,0.04245808,0.42621269,0.96624443,NA,0.64805612,NA,NA,15.81370170,1.03851196,32.75690391,0.10699715,NA,2.71550634,9.80237191,0.00003456,0.03663555,26.22358334,NA,0.00000000,0.00030207,0.00000000,NA,NA,53.24601373,1.23766242,0.15502576
46,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91608095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.34192848,NA,NA
46,1,MS,roots,0.01183932,8.87899387,0.25696152,0.29656352,0.03729593,1.03619153,0.42306375,0.00018354,NA,0.06917995,0.04192713,NA,NA,NA,0.04154993,0.40885131,0.95283912,NA,0.63037330,NA,NA,15.61269622,1.39819525,44.39496936,0.10560990,NA,2.50266153,9.78794421,0.00003315,0.03666870,25.99526602,NA,0.00000000,0.00063380,0.00000000,NA,NA,52.52427386,1.18724738,0.15265701
47,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15786129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.84653307,NA,NA
47,1,MS,roots,0.01203581,12.24424387,0.24815148,0.30721909,0.03892898,1.06502256,0.54228576,0.00018371,NA,0.07033470,0.04283692,NA,NA,NA,0.04143912,0.41563663,0.96785435,NA,0.63567763,NA,NA,15.43376433,1.88769657,61.22121933,0.10790156,NA,2.31169384,9.77197906,0.00003370,0.03670240,25.75752638,NA,0.00000000,0.00066263,0.00000000,NA,NA,52.19562294,1.20695100,0.15461074
48,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53331158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.31203191,NA,NA
48,1,MS,roots,0.01251215,17.63749700,0.36737138,0.51533109,0.06615881,1.11215357,0.67407329,0.00018388,NA,0.07228587,0.04488520,NA,NA,NA,0.04192917,0.43208630,0.99375527,NA,0.65440986,NA,NA,15.13951003,2.67748916,88.18748499,0.11306095,NA,2.00492738,9.72919906,0.00003503,0.03673743,25.31175098,NA,0.00000000,0.00113108,0.00000000,NA,NA,52.46002364,1.25471856,0.15910024
49,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90409964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.75640708,NA,NA
49,1,MS,roots,0.01317656,23.16342150,0.29472228,0.45180122,0.05867047,1.15967195,0.78357841,0.00018407,NA,0.07457630,0.04747769,NA,NA,NA,0.04244078,0.45503059,1.02421449,NA,0.68437156,NA,NA,14.95509662,3.46843611,115.81710752,0.11959115,NA,1.80733742,9.69486807,0.00003689,0.03677433,24.93539080,NA,0.00000000,0.00100660,0.00000000,NA,NA,53.42683971,1.32134557,0.16449476
50,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17208881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.03692053,NA,NA
50,1,MS,roots,0.01367514,27.21615052,0.20073882,0.31731866,0.04153017,1.18318876,0.85877817,0.00018426,NA,0.07581979,0.04958909,NA,NA,NA,0.04291589,0.47224829,1.04020930,NA,0.71174283,NA,NA,14.89757931,4.02099018,136.08075261,0.12490954,NA,1.73614496,9.67864157,0.00003829,0.03681262,24.69976008,NA,0.00000000,0.00071372,0.00000000,NA,NA,55.02140610,1.37134339,0.16832477
51,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34127880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.76211888,NA,NA
51,1,MS,roots,0.01400072,29.43748789,0.15361628,0.24235889,0.03190226,1.18576950,0.89219635,0.00018446,NA,0.07600938,0.05113928,NA,NA,NA,0.04335632,0.48349166,1.04170096,NA,0.73257388,NA,NA,14.90395711,4.30159792,147.18743946,0.12881430,NA,1.72852203,9.67286641,0.00003920,0.03685182,24.54364922,NA,0.00000000,0.00054859,0.00000000,NA,NA,57.03155641,1.40399258,0.17050497
52,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37216595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.15071521,NA,NA
52,1,MS,roots,0.01433749,28.17986398,0.04565182,0.06803818,0.00896456,1.17758749,0.87368768,0.00018466,NA,0.07594210,0.05221755,NA,NA,NA,0.04384582,0.49512117,1.03964636,NA,0.74974923,NA,NA,15.02119505,4.13285052,140.89931991,0.13153035,NA,1.83142249,9.69070492,0.00004014,0.03689196,24.56550219,NA,0.00000000,0.00015387,0.00000000,NA,NA,59.07057881,1.43776307,0.17200547
53,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32534407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.63838310,NA,NA
53,1,MS,roots,0.01421275,25.45852615,0.02933029,0.04135415,0.00544985,1.14832295,0.81230960,0.00018486,NA,0.07447815,0.05207741,NA,NA,NA,0.04388721,0.49081363,1.01850631,NA,0.74862935,NA,NA,15.14377178,3.75267451,127.29263073,0.13117735,NA,1.93978648,9.71220596,0.00003980,0.03693176,24.61496063,NA,0.00000000,0.00009334,0.00000000,NA,NA,60.79468344,1.42525455,0.17044277
54,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24772354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.41902465,NA,NA
54,1,MS,roots,0.01381964,22.94091832,0.02408272,0.03233946,0.00426165,1.11338176,0.75292001,0.00018505,NA,0.07256728,0.05139278,NA,NA,NA,0.04361508,0.47723814,0.99133602,NA,0.73906055,NA,NA,15.25933299,3.39274769,114.70459161,0.12945286,NA,2.04152805,9.73471420,0.00003869,0.03697045,24.67317571,NA,0.00000000,0.00007282,0.00000000,NA,NA,62.20385599,1.38583323,0.16757514
55,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15554356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.96169817,NA,NA
55,1,MS,roots,0.01361271,20.66521164,0.01482099,0.01902817,0.00250647,1.09150613,0.69915176,0.00018524,NA,0.07145369,0.05105269,NA,NA,NA,0.04361228,0.47009214,0.97511807,NA,0.73440953,NA,NA,15.37292981,3.06217978,103.32605822,0.12859620,NA,2.14151216,9.75892054,0.00003812,0.03700857,24.74473264,NA,0.00000000,0.00004272,0.00000000,NA,NA,63.29784859,1.36508224,0.16611867
56,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05325066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.49768665,NA,NA
56,1,MS,roots,0.01333299,19.09356929,0.01732801,0.02141127,0.00281940,1.07071826,0.66365915,0.00018543,NA,0.07035290,0.05060773,NA,NA,NA,0.04354798,0.46043261,0.95912816,NA,0.72803464,NA,NA,15.47602379,2.82949856,95.46784643,0.12747538,NA,2.23127314,9.78266741,0.00003733,0.03704590,24.81355797,NA,0.00000000,0.00004794,0.00000000,NA,NA,64.19404982,1.33703231,0.16450861
57,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.94908343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.12233724,NA,NA
57,1,MS,roots,0.01320546,17.53750287,0.01959106,0.02343443,0.00308490,1.05850331,0.62481899,0.00018561,NA,0.06976057,0.05041035,NA,NA,NA,0.04364819,0.45602854,0.95010452,NA,0.72517703,NA,NA,15.56904999,2.59673741,87.68751434,0.12697820,NA,2.31109389,9.80612087,0.00003698,0.03708288,24.88035813,NA,0.00000000,0.00005233,0.00000000,NA,NA,64.86809153,1.32424349,0.16381910
58,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84646385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.86928336,NA,NA
58,1,MS,roots,0.01314179,16.11707722,0.02021605,0.02351253,0.00309428,1.05077793,0.58795813,0.00018580,NA,0.06942166,0.05028745,NA,NA,NA,0.04379497,0.45382974,0.94455156,NA,0.72349166,NA,NA,15.65437669,2.38332745,80.58538611,0.12666863,NA,2.38327880,9.82956979,0.00003680,0.03711967,24.94711163,NA,0.00000000,0.00005236,0.00000000,NA,NA,65.33031251,1.31785850,0.16350408
59,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75004754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.81151780,NA,NA
59,1,MS,roots,0.01316657,14.67283198,0.01536812,0.01741516,0.00229083,1.04786881,0.54902775,0.00018598,NA,0.06937308,0.05025098,NA,NA,NA,0.04401359,0.45468539,0.94295404,NA,0.72338463,NA,NA,15.73749834,2.16702915,73.36415989,0.12657677,NA,2.45323388,9.85387608,0.00003687,0.03715654,25.02004970,NA,0.00000000,0.00003867,0.00000000,NA,NA,65.56296741,1.32034318,0.16363765
60,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65831902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.86257770,NA,NA
60,1,MS,roots,0.01318313,13.45196478,0.01194328,0.01321303,0.00173711,1.04606851,0.51687469,0.00018616,NA,0.06937275,0.05014736,NA,NA,NA,0.04420429,0.45525741,0.94201375,NA,0.72258823,NA,NA,15.81803668,1.98474978,67.25982388,0.12631578,NA,2.52058910,9.87876459,0.00003691,0.03719345,25.09708442,NA,0.00000000,0.00002925,0.00000000,NA,NA,65.59979858,1.32200424,0.16372441
61,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57057237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.04843400,NA,NA
61,1,MS,roots,0.01306582,12.45169774,0.01050114,0.01136576,0.00149338,1.04039891,0.49133932,0.00018635,NA,0.06909405,0.04977359,NA,NA,NA,0.04420937,0.45120644,0.93730725,NA,0.71805529,NA,NA,15.89497381,1.83527767,62.25848868,0.12537429,NA,2.58446040,9.90377741,0.00003658,0.03723004,25.17528152,NA,0.00000000,0.00002508,0.00000000,NA,NA,65.49632451,1.31024079,0.16307701
62,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48664734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.35919483,NA,NA
62,1,MS,roots,0.01285025,11.59875673,0.01060129,0.01125000,0.00147734,1.03194492,0.46971070,0.00018653,NA,0.06861015,0.04920698,NA,NA,NA,0.04407186,0.44376190,0.92984417,NA,0.71079438,NA,NA,15.96740471,1.70779096,57.99378367,0.12394706,NA,2.64404106,9.92858009,0.00003598,0.03726602,25.25250549,NA,0.00000000,0.00002475,0.00000000,NA,NA,65.29037831,1.28862287,0.16188899
63,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40567528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.78196551,NA,NA
63,1,MS,roots,0.01258084,10.86575710,0.00922506,0.00961119,0.00126141,1.02210982,0.45151484,0.00018670,NA,0.06802186,0.04853312,NA,NA,NA,0.04384784,0.43445847,0.92100079,NA,0.70203152,NA,NA,16.03732229,1.59802274,54.32878551,0.12224968,NA,2.70137779,9.95331141,0.00003523,0.03730124,25.33004570,NA,0.00000000,0.00002108,0.00000000,NA,NA,65.00897015,1.26160700,0.16040283
64,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32698256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.30112790,NA,NA
64,1,MS,roots,0.01234606,10.23356111,0.00785046,0.00803882,0.00105442,1.01404403,0.43631652,0.00018688,NA,0.06754040,0.04790905,NA,NA,NA,0.04365597,0.42635055,0.91363523,NA,0.69400431,NA,NA,16.10524397,1.50305843,51.16780555,0.12067770,NA,2.75695341,9.97798660,0.00003457,0.03733581,25.40789664,NA,0.00000000,0.00001758,0.00000000,NA,NA,64.66280829,1.23806273,0.15910542
65,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25207810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.91349487,NA,NA
65,1,MS,roots,0.01216813,9.61878242,0.00789376,0.00795593,0.00104295,1.00853861,0.42063316,0.00018705,NA,0.06721416,0.04736772,NA,NA,NA,0.04352187,0.42020615,0.90839315,NA,0.68713569,NA,NA,16.16996207,1.41118031,48.09391208,0.11931415,NA,2.80950338,10.00245192,0.00003407,0.03736988,25.48469425,NA,0.00000000,0.00001734,0.00000000,NA,NA,64.24600934,1.22022025,0.15810375
66,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17921583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.59814944,NA,NA
66,1,MS,roots,0.01198127,9.13271599,0.00809514,0.00804013,0.00105342,1.00316284,0.40944744,0.00018721,NA,0.06688449,0.04680673,NA,NA,NA,0.04336413,0.41375304,0.90312692,NA,0.67990640,NA,NA,16.23189452,1.33829196,45.66357995,0.11790109,NA,2.85945456,10.02666945,0.00003355,0.03740343,25.56021404,NA,0.00000000,0.00001748,0.00000000,NA,NA,63.78006936,1.20148131,0.15705535
67,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11113437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.36348682,NA,NA
67,1,MS,roots,0.01174132,8.60431941,0.00967045,0.00947993,0.00124147,0.99617345,0.39513079,0.00018738,NA,0.06643191,0.04614643,NA,NA,NA,0.04312136,0.40546707,0.89622801,NA,0.67110358,NA,NA,16.28952251,1.26006820,43.02159703,0.11623785,NA,2.90534123,10.05040074,0.00003288,0.03743631,25.63290627,NA,0.00000000,0.00002055,0.00000000,NA,NA,63.26635335,1.17742001,0.15569970
68,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04570319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.18999288,NA,NA
68,1,MS,roots,0.01146076,8.18263805,0.00982159,0.00951155,0.00124506,0.98797553,0.38469296,0.00018754,NA,0.06589070,0.04542163,NA,NA,NA,0.04281361,0.39577812,0.88816537,NA,0.66124493,NA,NA,16.34474201,1.19779024,40.91319025,0.11441217,NA,2.94909997,10.07378385,0.00003209,0.03746840,25.70404021,NA,0.00000000,0.00002056,0.00000000,NA,NA,62.72903327,1.14928466,0.15412595
69,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06699568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.47163878,NA,NA
69,1,MS,roots,0.01117347,7.89436385,0.01827117,0.01753273,0.00229453,0.97995316,0.37878007,0.00018770,NA,0.06533717,0.04470339,NA,NA,NA,0.04248903,0.38585718,0.87996937,NA,0.65116329,NA,NA,16.39023812,1.17630095,39.47181927,0.11260299,NA,2.98342261,10.09575718,0.00003129,0.03749968,25.76561534,NA,0.00000000,0.00003780,0.00000000,NA,NA,62.17915274,1.12047562,0.15252959
70,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04725998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.05737269,NA,NA
70,1,MS,roots,0.01097241,7.94665021,0.02772090,0.02643692,0.00345996,0.97554808,0.38775427,0.00018785,NA,0.06500436,0.04416278,NA,NA,NA,0.04225818,0.37891394,0.87477031,NA,0.64334308,NA,NA,16.42567195,1.18193372,39.73325104,0.11124126,NA,3.00788403,10.11628972,0.00003072,0.03753041,25.81707836,NA,0.00000000,0.00005689,0.00000000,NA,NA,61.64368524,1.10031343,0.15142531
71,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03687118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.83989996,NA,NA
71,1,MS,roots,0.01092597,8.67104829,0.05510812,0.05263838,0.00689409,0.97780062,0.42603909,0.00018800,NA,0.06506726,0.04396598,NA,NA,NA,0.04222673,0.37731029,0.87490353,NA,0.63983862,NA,NA,16.43473289,1.26973050,43.35524143,0.11074553,NA,3.00601899,10.13326253,0.00003059,0.03756100,25.84170472,NA,0.00000000,0.00011316,0.00000000,NA,NA,61.18062098,1.09565664,0.15125996
72,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03770910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.20761603,NA,NA
72,1,MS,roots,0.01116945,9.78930965,0.07559754,0.07270917,0.00953457,0.99153615,0.48060081,0.00018816,NA,0.06586553,0.04434027,NA,NA,NA,0.04253706,0.38571824,0.88490045,NA,0.64413840,NA,NA,16.42581567,1.39958402,48.94654825,0.11168833,NA,2.98593233,10.14774737,0.00003127,0.03759227,25.84663320,NA,0.00000000,0.00015628,0.00000000,NA,NA,60.82015576,1.12007217,0.15274286
73,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05862796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.85830912,NA,NA
73,1,MS,roots,0.01157140,11.24057865,0.10362258,0.10110570,0.01328428,1.01221236,0.54553506,0.00018832,NA,0.06708177,0.04509643,NA,NA,NA,0.04304875,0.39959888,0.90046444,NA,0.65330785,NA,NA,16.39223814,1.56389194,56.20289327,0.11359302,NA,2.94078340,10.15880778,0.00003240,0.03762467,25.82419648,NA,0.00000000,0.00021751,0.00000000,NA,NA,60.59391897,1.16037960,0.15522694
74,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08337317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.44306501,NA,NA
74,1,MS,roots,0.01176164,12.67483547,0.09801660,0.09674035,0.01273403,1.02376169,0.60802738,0.00018849,NA,0.06773824,0.04555927,NA,NA,NA,0.04324982,0.40616855,0.90848133,NA,0.65841554,NA,NA,16.36846891,1.72012193,63.37417736,0.11475886,NA,2.90525254,10.17058986,0.00003293,0.03765761,25.80681735,NA,0.00000000,0.00020826,0.00000000,NA,NA,60.56240072,1.17945703,0.15654733
75,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11400980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.62292689,NA,NA
75,1,MS,roots,0.01177113,13.86344747,0.09978332,0.09957942,0.01313260,1.02673920,0.65549275,0.00018865,NA,0.06785883,0.04575728,NA,NA,NA,0.04324685,0.40649652,0.90930286,NA,0.65975535,NA,NA,16.34606493,1.84430472,69.31723734,0.11525762,NA,2.87107743,10.18201306,0.00003296,0.03769057,25.78689539,NA,0.00000000,0.00021453,0.00000000,NA,NA,60.72230604,1.18040939,0.15686296
76,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13030322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.84538455,NA,NA
